,Snelheid,Omvang1,Positie1,Omvang2,Positie2,Relatie,Speed
383,7.0,45.0,75.0,75.0,0.0,30.0,6.147616712609621
384,7.0,60.0,-30.0,30.0,-75.0,-75.0,4.940707541423698
385,7.0,60.0,30.0,60.0,60.0,-75.0,6.317729987220116
386,7.0,60.0,60.0,75.0,75.0,-30.0,5.346073723613288
387,7.0,75.0,-45.0,0.0,-30.0,30.0,4.497098232931754
388,7.0,75.0,-45.0,60.0,-90.0,15.0,5.811241007245229
389,7.0,75.0,0.0,30.0,0.0,45.0,5.150720055315835
390,7.0,75.0,15.0,0.0,45.0,30.0,3.9664744878050824
391,7.0,75.0,30.0,0.0,-75.0,-75.0,3.4405213688697835
392,7.0,75.0,45.0,15.0,-60.0,75.0,3.3076528652002777
393,7.0,75.0,45.0,45.0,15.0,60.0,5.376941907341317
394,8.0,0.0,-75.0,15.0,30.0,-15.0,3.0475291543046565
395,8.0,0.0,-30.0,45.0,-75.0,0.0,3.640859086410466
396,8.0,0.0,-15.0,15.0,0.0,30.0,1.326925652569092
397,8.0,0.0,15.0,60.0,-45.0,-15.0,3.5635765338099583
398,8.0,0.0,30.0,0.0,-60.0,-30.0,1.2058025351931358
399,8.0,0.0,30.0,0.0,75.0,-60.0,2.6049736042523564
400,8.0,0.0,30.0,75.0,0.0,-30.0,4.312489059588707
401,8.0,0.0,45.0,30.0,-45.0,45.0,1.4226898183759205
402,8.0,0.0,60.0,30.0,15.0,0.0,2.4400839129448633
403,8.0,15.0,-90.0,30.0,30.0,-30.0,3.7046303315089664
404,8.0,15.0,-75.0,30.0,45.0,-90.0,5.474601283855906
405,8.0,15.0,-60.0,45.0,-60.0,-30.0,4.43479893558881
406,8.0,15.0,-45.0,0.0,0.0,15.0,1.5045713530001261
407,8.0,15.0,-30.0,75.0,-90.0,60.0,6.932912923201798
408,8.0,15.0,-30.0,75.0,-45.0,-75.0,5.298881925729394
409,8.0,15.0,0.0,45.0,-90.0,75.0,3.594114277796323
410,8.0,15.0,0.0,60.0,60.0,-60.0,3.7476128534580084
411,8.0,15.0,0.0,60.0,60.0,15.0,2.0388065233358548
412,8.0,15.0,30.0,0.0,60.0,60.0,2.3191112730429713
413,8.0,15.0,30.0,45.0,45.0,75.0,3.781489427018652
414,8.0,15.0,30.0,60.0,45.0,45.0,4.216423832944737
415,8.0,15.0,45.0,0.0,-30.0,-30.0,0.6132002204998517
416,8.0,15.0,75.0,0.0,30.0,-45.0,2.575219362360341
417,8.0,15.0,75.0,15.0,30.0,45.0,2.6412131267956505
418,8.0,30.0,-90.0,45.0,-15.0,0.0,4.1404621989067385
419,8.0,30.0,-60.0,75.0,30.0,-30.0,8.123617148450695
420,8.0,30.0,-45.0,60.0,-75.0,-60.0,5.524983878837452
421,8.0,30.0,-15.0,0.0,0.0,45.0,2.1979063421367884
422,8.0,30.0,-15.0,30.0,-45.0,-75.0,4.0281562075093795
423,8.0,30.0,0.0,15.0,-90.0,15.0,3.028802776652897
424,8.0,30.0,15.0,75.0,-75.0,30.0,5.4029139774756905
425,8.0,30.0,30.0,15.0,45.0,-75.0,2.6616778503537555
426,8.0,30.0,60.0,15.0,45.0,-90.0,4.744240006738073
427,8.0,45.0,-75.0,30.0,75.0,60.0,5.9905121486598345
428,8.0,45.0,-45.0,30.0,-30.0,30.0,4.4813910335525495
429,8.0,45.0,-45.0,60.0,30.0,-90.0,8.338050883468082
430,8.0,45.0,0.0,0.0,-90.0,-75.0,3.9398544627585546
431,8.0,45.0,0.0,0.0,15.0,-75.0,4.481289692796853
432,8.0,45.0,30.0,75.0,-60.0,-30.0,7.16583393123725
433,8.0,45.0,75.0,30.0,60.0,-45.0,4.769154060170868
434,8.0,60.0,-90.0,75.0,-75.0,15.0,8.408892416131893
435,8.0,60.0,-60.0,75.0,0.0,75.0,7.902425019528502
436,8.0,60.0,-30.0,30.0,75.0,-60.0,6.7490622115037
437,8.0,60.0,-15.0,45.0,-30.0,0.0,6.91062990500469
438,8.0,60.0,-15.0,75.0,15.0,75.0,8.313969662793856
439,8.0,60.0,15.0,0.0,75.0,-30.0,5.448784363141329
440,8.0,60.0,15.0,45.0,15.0,15.0,6.442516517629768
441,8.0,60.0,30.0,60.0,60.0,0.0,6.215693117857819
442,8.0,75.0,-60.0,45.0,60.0,-60.0,5.6243883509154475
443,8.0,75.0,-15.0,45.0,-90.0,45.0,7.468670758600146
444,8.0,75.0,45.0,60.0,-90.0,-90.0,4.707597296705596
445,8.0,75.0,75.0,15.0,15.0,-90.0,4.1150496810556
446,9.0,0.0,-90.0,0.0,0.0,-75.0,1.8532575513896852
447,9.0,0.0,-30.0,60.0,0.0,15.0,5.7096498553585935
448,9.0,0.0,-15.0,0.0,30.0,60.0,1.8651429428792536
449,9.0,0.0,0.0,0.0,-75.0,15.0,0.6588697521255582
450,9.0,0.0,30.0,0.0,-45.0,-45.0,1.1888331853116083
451,9.0,0.0,30.0,15.0,-30.0,-45.0,1.7200975755869017
452,9.0,0.0,30.0,60.0,45.0,75.0,2.8321058147848865
453,9.0,0.0,75.0,0.0,-75.0,60.0,0.9108161403781225
454,9.0,15.0,-90.0,30.0,-15.0,60.0,4.1012593763161735
455,9.0,15.0,-15.0,30.0,0.0,15.0,4.170793803166349
456,9.0,15.0,-15.0,30.0,15.0,-45.0,3.740467496798474
457,9.0,15.0,0.0,0.0,-15.0,-60.0,2.233157833802102
458,9.0,15.0,15.0,15.0,-45.0,-45.0,2.607330911013792
459,9.0,15.0,15.0,45.0,-45.0,45.0,3.8512519825030567
460,9.0,15.0,30.0,45.0,0.0,75.0,2.8082229330738
461,9.0,15.0,60.0,15.0,-15.0,-15.0,2.361992797902455
462,9.0,15.0,60.0,75.0,-60.0,45.0,4.12532191683405
463,9.0,30.0,-75.0,75.0,45.0,-30.0,7.770469717851744
464,9.0,30.0,-60.0,30.0,45.0,-30.0,5.834852502538152
465,9.0,30.0,-30.0,30.0,45.0,15.0,5.442531915812452
466,9.0,30.0,0.0,60.0,-45.0,-90.0,4.626880031498438
467,9.0,30.0,15.0,45.0,-15.0,15.0,4.301126597793008
468,9.0,30.0,30.0,75.0,-30.0,60.0,6.089987997435481
469,9.0,30.0,60.0,0.0,75.0,60.0,3.615724197171209
470,9.0,30.0,60.0,75.0,45.0,60.0,5.770293042193319
471,9.0,45.0,-90.0,45.0,45.0,45.0,4.645287239381703
472,9.0,45.0,-30.0,60.0,-15.0,60.0,5.229764021132645
473,9.0,45.0,-15.0,0.0,-75.0,-60.0,4.228994880770343
474,9.0,45.0,-15.0,45.0,-30.0,-15.0,6.155732596494022
475,9.0,45.0,0.0,30.0,-90.0,75.0,3.6617301004024667
476,9.0,45.0,0.0,45.0,75.0,-30.0,5.766380152145634
477,9.0,45.0,30.0,30.0,-30.0,-60.0,6.381317695255679
478,9.0,45.0,60.0,60.0,30.0,-60.0,6.054636051597981
479,9.0,45.0,75.0,30.0,-15.0,15.0,4.555481391993682
480,9.0,60.0,-75.0,30.0,-60.0,45.0,4.981175741836628
481,9.0,60.0,-75.0,75.0,45.0,0.0,7.528075189463276
482,9.0,60.0,-60.0,60.0,-15.0,-75.0,6.97259218786765
483,9.0,60.0,-60.0,75.0,60.0,-60.0,7.867427209506104
484,9.0,60.0,-45.0,45.0,75.0,30.0,7.044238938411871
485,9.0,60.0,45.0,45.0,45.0,75.0,5.640220565363908
486,9.0,60.0,60.0,0.0,45.0,-30.0,5.434508296085881
487,9.0,60.0,60.0,30.0,-90.0,30.0,3.93934984726029
488,9.0,75.0,-90.0,30.0,-15.0,75.0,4.655903291281059
489,9.0,75.0,-90.0,60.0,-30.0,0.0,6.6764185912615135
490,9.0,75.0,-75.0,0.0,0.0,-45.0,4.826850132318292
491,9.0,75.0,-75.0,0.0,15.0,-90.0,5.3616251513011495
492,9.0,75.0,-75.0,30.0,15.0,30.0,5.264486998785164
493,9.0,75.0,-45.0,0.0,-90.0,30.0,5.130142749067452
494,9.0,75.0,-30.0,0.0,-90.0,30.0,4.264559772116089
495,9.0,75.0,-30.0,15.0,60.0,30.0,5.720083305170116
496,9.0,75.0,30.0,15.0,-15.0,-90.0,5.768843641996942
497,9.0,75.0,30.0,45.0,-75.0,75.0,4.581650322958497
