['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['10:58:50.026', '0.1', '[0, 1]', '[-86, 19]', '[80.0]']
['10:58:50.224', '0.1', '[0, 1]', '[-86, 19]', '[4.0]']
['10:58:58.457', '0.5', '[0, 1]', '[-86, 19]', '[4.0]']
['10:58:58.855', '0.5', '[0, 1]', '[11, 19]', '[4.0]']
['10:58:59.054', '0.5', '[0, 64]', '[11, 19]', '[4.0]']
['10:58:59.252', '0.5', '[0, 64]', '[11, -26]', '[4.0]']
['10:58:59.452', '0.5', '[0, 64]', '[11, -26]', '[49.0]']
['10:59:07.868', '0.5', '[64, 64]', '[11, -26]', '[49.0]']
['10:59:08.088', '0.5', '[64, 64]', '[58, -26]', '[49.0]']
['10:59:08.288', '0.5', '[64, 48]', '[58, -26]', '[49.0]']
['10:59:08.489', '0.5', '[64, 48]', '[58, 5]', '[49.0]']
['10:59:08.690', '0.5', '[64, 48]', '[58, 5]', '[-11.0]']
['10:59:16.914', '0.2', '[64, 48]', '[58, 5]', '[-11.0]']
['10:59:17.115', '0.2', '[79, 48]', '[58, 5]', '[-11.0]']
['10:59:17.321', '0.2', '[79, 48]', '[-38, 5]', '[-11.0]']
['10:59:17.541', '0.2', '[79, 33]', '[-38, 5]', '[-11.0]']
['10:59:17.715', '0.2', '[79, 33]', '[-38, 80]', '[-11.0]']
['10:59:17.940', '0.2', '[79, 33]', '[-38, 80]', '[-86.0]']
['10:59:26.351', '0.2', '[15, 33]', '[-38, 80]', '[-86.0]']
['10:59:26.552', '0.2', '[15, 33]', '[58, 80]', '[-86.0]']
['10:59:26.753', '0.2', '[15, 48]', '[58, 80]', '[-86.0]']
['10:59:26.940', '0.2', '[15, 48]', '[58, -11]', '[-86.0]']
['10:59:27.151', '0.2', '[15, 48]', '[58, -11]', '[35.0]']
['10:59:35.383', '0.6', '[15, 48]', '[58, -11]', '[35.0]']
['10:59:35.782', '0.6', '[15, 48]', '[-86, -11]', '[35.0]']
['10:59:35.967', '0.6', '[15, 64]', '[-86, -11]', '[35.0]']
['10:59:36.177', '0.6', '[15, 64]', '[-86, 19]', '[35.0]']
['10:59:36.408', '0.6', '[15, 64]', '[-86, 19]', '[-56.0]']
['10:59:44.609', '0.8', '[15, 64]', '[-86, 19]', '[-56.0]']
['10:59:44.810', '0.8', '[47, 64]', '[-86, 19]', '[-56.0]']
['10:59:45.009', '0.8', '[47, 64]', '[-22, 19]', '[-56.0]']
['10:59:45.215', '0.8', '[47, 79]', '[-22, 19]', '[-56.0]']
['10:59:45.408', '0.8', '[47, 79]', '[-22, -86]', '[-56.0]']
['10:59:45.613', '0.8', '[47, 79]', '[-22, -86]', '[51.0]']
['10:59:53.843', '0.3', '[47, 79]', '[-22, -86]', '[51.0]']
['10:59:54.236', '0.3', '[47, 79]', '[-85, -86]', '[51.0]']
['10:59:54.436', '0.3', '[47, 47]', '[-85, -86]', '[51.0]']
['10:59:54.637', '0.3', '[47, 47]', '[-85, 51]', '[51.0]']
['10:59:54.838', '0.3', '[47, 47]', '[-85, 51]', '[-85.0]']
['11:00:03.048', '0.8', '[47, 47]', '[-85, 51]', '[-85.0]']
['11:00:03.277', '0.8', '[63, 47]', '[-85, 51]', '[-85.0]']
['11:00:03.470', '0.8', '[63, 47]', '[43, 51]', '[-85.0]']
['11:00:03.660', '0.8', '[63, 63]', '[43, 51]', '[-85.0]']
['11:00:03.867', '0.8', '[63, 63]', '[43, 20]', '[-85.0]']
['11:00:04.094', '0.8', '[63, 63]', '[43, 20]', '[21.0]']
['11:00:12.301', '0.4', '[63, 63]', '[43, 20]', '[21.0]']
['11:00:12.507', '0.4', '[0, 63]', '[43, 20]', '[21.0]']
['11:00:12.708', '0.4', '[0, 63]', '[-6, 20]', '[21.0]']
['11:00:12.891', '0.4', '[0, 78]', '[-6, 20]', '[21.0]']
['11:00:13.125', '0.4', '[0, 78]', '[-6, 35]', '[21.0]']
['11:00:13.329', '0.4', '[0, 78]', '[-6, 35]', '[-39.0]']
['11:00:21.536', '0.1', '[0, 78]', '[-6, 35]', '[-39.0]']
['11:00:21.716', '0.1', '[64, 78]', '[-6, 35]', '[-39.0]']
['11:00:22.138', '0.1', '[64, 46]', '[-6, 35]', '[-39.0]']
['11:00:22.328', '0.1', '[64, 46]', '[-6, 34]', '[-39.0]']
['11:00:22.556', '0.1', '[64, 46]', '[-6, 34]', '[-83.0]']
['11:00:30.743', '0.2', '[64, 46]', '[-6, 34]', '[-83.0]']
['11:00:30.960', '0.2', '[32, 46]', '[-6, 34]', '[-83.0]']
['11:00:31.161', '0.2', '[32, 46]', '[58, 34]', '[-83.0]']
['11:00:31.361', '0.2', '[32, 0]', '[58, 34]', '[-83.0]']
['11:00:31.562', '0.2', '[32, 0]', '[58, 49]', '[-83.0]']
['11:00:31.763', '0.2', '[32, 0]', '[58, 49]', '[84.0]']
['11:00:40.020', '0.3', '[32, 0]', '[58, 49]', '[84.0]']
['11:00:40.177', '0.3', '[80, 0]', '[58, 49]', '[84.0]']
['11:00:40.397', '0.3', '[80, 0]', '[-38, 49]', '[84.0]']
['11:00:40.594', '0.3', '[80, 47]', '[-38, 49]', '[84.0]']
['11:00:41.016', '0.3', '[80, 47]', '[-38, 49]', '[53.0]']
['11:00:49.245', '0.5', '[80, 47]', '[-38, 49]', '[53.0]']
['11:00:49.649', '0.5', '[80, 47]', '[11, 49]', '[53.0]']
['11:00:49.820', '0.5', '[80, 32]', '[11, 49]', '[53.0]']
['11:00:50.019', '0.5', '[80, 32]', '[11, -57]', '[53.0]']
['11:00:50.223', '0.5', '[80, 32]', '[11, -57]', '[-8.0]']
['11:00:58.455', '0.6', '[80, 32]', '[11, -57]', '[-8.0]']
['11:00:58.852', '0.6', '[80, 32]', '[-22, -57]', '[-8.0]']
['11:00:59.254', '0.6', '[80, 32]', '[-22, 34]', '[-8.0]']
['11:00:59.455', '0.6', '[80, 32]', '[-22, 34]', '[8.0]']
['11:01:07.668', '0.2', '[80, 32]', '[-22, 34]', '[8.0]']
['11:01:07.887', '0.2', '[32, 32]', '[-22, 34]', '[8.0]']
['11:01:08.089', '0.2', '[32, 32]', '[-85, 34]', '[8.0]']
['11:01:08.305', '0.2', '[32, 1]', '[-85, 34]', '[8.0]']
['11:01:08.506', '0.2', '[32, 1]', '[-85, 79]', '[8.0]']
['11:01:08.707', '0.2', '[32, 1]', '[-85, 79]', '[-83.0]']
['11:01:16.912', '0.0', '[32, 1]', '[-85, 79]', '[-83.0]']
['11:01:17.112', '0.0', '[16, 1]', '[-85, 79]', '[-83.0]']
['11:01:17.312', '0.0', '[16, 1]', '[-5, 79]', '[-83.0]']
['11:01:17.514', '0.0', '[16, 64]', '[-5, 79]', '[-83.0]']
['11:01:17.713', '0.0', '[16, 64]', '[-5, -58]', '[-83.0]']
['11:01:17.938', '0.0', '[16, 64]', '[-5, -58]', '[9.0]']
['11:01:26.140', '0.2', '[16, 64]', '[-5, -58]', '[9.0]']
['11:01:26.341', '0.2', '[0, 64]', '[-5, -58]', '[9.0]']
['11:01:26.545', '0.2', '[0, 64]', '[-69, -58]', '[9.0]']
['11:01:26.742', '0.2', '[0, 17]', '[-69, -58]', '[9.0]']
['11:01:26.967', '0.2', '[0, 17]', '[-69, -73]', '[9.0]']
['11:01:27.166', '0.2', '[0, 17]', '[-69, -73]', '[54.0]']
['11:01:35.366', '0.8', '[0, 17]', '[-69, -73]', '[54.0]']
['11:01:35.583', '0.8', '[64, 17]', '[-69, -73]', '[54.0]']
['11:01:35.878', '0.8', '[64, 17]', '[-35, -73]', '[54.0]']
['11:01:36.102', '0.8', '[64, 48]', '[-35, -73]', '[54.0]']
['11:01:36.226', '0.8', '[64, 48]', '[-35, 5]', '[54.0]']
['11:01:36.448', '0.8', '[64, 48]', '[-35, 5]', '[-53.0]']
['11:01:44.607', '0.2', '[64, 48]', '[-35, 5]', '[-53.0]']
['11:01:44.806', '0.2', '[79, 48]', '[-35, 5]', '[-53.0]']
['11:01:45.010', '0.2', '[79, 48]', '[61, 5]', '[-53.0]']
['11:01:45.220', '0.2', '[79, 79]', '[61, 5]', '[-53.0]']
['11:01:45.454', '0.2', '[79, 79]', '[61, 19]', '[-53.0]']
['11:01:45.629', '0.2', '[79, 79]', '[61, 19]', '[23.0]']
['11:01:53.841', '0.4', '[79, 79]', '[61, 19]', '[23.0]']
['11:01:54.061', '0.4', '[63, 79]', '[61, 19]', '[23.0]']
['11:01:54.286', '0.4', '[63, 79]', '[-83, 19]', '[23.0]']
['11:01:54.485', '0.4', '[63, 1]', '[-83, 19]', '[23.0]']
['11:01:54.682', '0.4', '[63, 1]', '[-83, -11]', '[23.0]']
['11:01:54.862', '0.4', '[63, 1]', '[-83, -11]', '[-37.0]']
['11:02:03.071', '0.2', '[63, 1]', '[-83, -11]', '[-37.0]']
['11:02:03.293', '0.2', '[15, 1]', '[-83, -11]', '[-37.0]']
['11:02:03.491', '0.2', '[15, 1]', '[13, -11]', '[-37.0]']
['11:02:03.890', '0.2', '[15, 1]', '[13, 5]', '[-37.0]']
['11:02:04.094', '0.2', '[15, 1]', '[13, 5]', '[24.0]']
['11:02:12.348', '0.8', '[15, 1]', '[13, 5]', '[24.0]']
['11:02:12.718', '0.8', '[15, 1]', '[-4, 5]', '[24.0]']
['11:02:12.946', '0.8', '[15, 17]', '[-4, 5]', '[24.0]']
['11:02:13.145', '0.8', '[15, 17]', '[-4, -72]', '[24.0]']
['11:02:13.345', '0.8', '[15, 17]', '[-4, -72]', '[-36.0]']
['11:02:21.543', '0.4', '[15, 17]', '[-4, -72]', '[-36.0]']
['11:02:21.751', '0.4', '[47, 17]', '[-4, -72]', '[-36.0]']
['11:02:21.951', '0.4', '[47, 17]', '[12, -72]', '[-36.0]']
['11:02:22.155', '0.4', '[47, 79]', '[12, -72]', '[-36.0]']
['11:02:22.359', '0.4', '[47, 79]', '[12, -56]', '[-36.0]']
['11:02:22.562', '0.4', '[47, 79]', '[12, -56]', '[-20.0]']
['11:02:30.779', '0.3', '[47, 79]', '[12, -56]', '[-20.0]']
['11:02:30.979', '0.3', '[63, 79]', '[12, -56]', '[-20.0]']
['11:02:31.203', '0.3', '[63, 79]', '[-21, -56]', '[-20.0]']
['11:02:31.435', '0.3', '[63, 47]', '[-21, -56]', '[-20.0]']
['11:02:31.588', '0.3', '[63, 47]', '[-21, 35]', '[-20.0]']
['11:02:31.800', '0.3', '[63, 47]', '[-21, 35]', '[86.0]']
['11:02:40.007', '0.1', '[63, 47]', '[-21, 35]', '[86.0]']
['11:02:40.210', '0.1', '[0, 47]', '[-21, 35]', '[86.0]']
['11:02:40.413', '0.1', '[0, 47]', '[-69, 35]', '[86.0]']
['11:02:40.617', '0.1', '[0, 63]', '[-69, 35]', '[86.0]']
['11:02:40.851', '0.1', '[0, 63]', '[-69, 80]', '[86.0]']
['11:02:41.054', '0.1', '[0, 63]', '[-69, 80]', '[39.0]']
['11:02:49.239', '0.0', '[0, 63]', '[-69, 80]', '[39.0]']
['11:02:49.458', '0.0', '[16, 63]', '[-69, 80]', '[39.0]']
['11:02:49.655', '0.0', '[16, 63]', '[-20, 80]', '[39.0]']
['11:02:50.062', '0.0', '[16, 63]', '[-20, -87]', '[39.0]']
['11:02:50.259', '0.0', '[16, 63]', '[-20, -87]', '[9.0]']
['11:02:58.483', '0.4', '[16, 63]', '[-20, -87]', '[9.0]']
['11:02:58.669', '0.4', '[48, 63]', '[-20, -87]', '[9.0]']
['11:02:59.284', '0.4', '[48, 63]', '[-20, -86]', '[9.0]']
['11:02:59.486', '0.4', '[48, 63]', '[-20, -86]', '[-22.0]']
['11:03:07.698', '0.6', '[48, 63]', '[-20, -86]', '[-22.0]']
['11:03:07.914', '0.6', '[16, 63]', '[-20, -86]', '[-22.0]']
['11:03:08.114', '0.6', '[16, 63]', '[-52, -86]', '[-22.0]']
['11:03:08.315', '0.6', '[16, 0]', '[-52, -86]', '[-22.0]']
['11:03:08.515', '0.6', '[16, 0]', '[-52, -71]', '[-22.0]']
['11:03:08.715', '0.6', '[16, 0]', '[-52, -71]', '[-37.0]']
['11:03:16.929', '0.9', '[16, 0]', '[-52, -71]', '[-37.0]']
['11:03:17.142', '0.9', '[32, 0]', '[-52, -71]', '[-37.0]']
['11:03:17.371', '0.9', '[32, 0]', '[-20, -71]', '[-37.0]']
['11:03:17.743', '0.9', '[32, 0]', '[-20, -70]', '[-37.0]']
['11:03:17.971', '0.9', '[32, 0]', '[-20, -70]', '[-21.0]']
['11:03:26.158', '0.0', '[32, 0]', '[-20, -70]', '[-21.0]']
['11:03:26.361', '0.0', '[48, 0]', '[-20, -70]', '[-21.0]']
['11:03:26.602', '0.0', '[48, 0]', '[-52, -70]', '[-21.0]']
['11:03:26.768', '0.0', '[48, 78]', '[-52, -70]', '[-21.0]']
['11:03:27.025', '0.0', '[48, 78]', '[-52, 68]', '[-21.0]']
['11:03:27.204', '0.0', '[48, 78]', '[-52, 68]', '[-36.0]']
['11:03:35.389', '0.6', '[48, 78]', '[-52, 68]', '[-36.0]']
['11:03:35.593', '0.6', '[79, 78]', '[-52, 68]', '[-36.0]']
['11:03:35.797', '0.6', '[79, 78]', '[76, 68]', '[-36.0]']
['11:03:36.034', '0.6', '[79, 15]', '[76, 68]', '[-36.0]']
['11:03:36.230', '0.6', '[79, 15]', '[76, 36]', '[-36.0]']
['11:03:36.452', '0.6', '[79, 15]', '[76, 36]', '[-5.0]']
['11:03:44.621', '0.7', '[79, 15]', '[76, 36]', '[-5.0]']
['11:03:44.835', '0.7', '[63, 15]', '[76, 36]', '[-5.0]']
['11:03:45.059', '0.7', '[63, 15]', '[-4, 36]', '[-5.0]']
['11:03:45.233', '0.7', '[63, 46]', '[-4, 36]', '[-5.0]']
['11:03:45.437', '0.7', '[63, 46]', '[-4, -40]', '[-5.0]']
['11:03:45.641', '0.7', '[63, 46]', '[-4, -40]', '[40.0]']
['11:03:53.868', '0.8', '[63, 46]', '[-4, -40]', '[40.0]']
['11:03:54.068', '0.8', '[31, 46]', '[-4, -40]', '[40.0]']
['11:03:54.266', '0.8', '[31, 46]', '[44, -40]', '[40.0]']
['11:03:54.465', '0.8', '[31, 77]', '[44, -40]', '[40.0]']
['11:03:54.667', '0.8', '[31, 77]', '[44, -55]', '[40.0]']
['11:03:54.870', '0.8', '[31, 77]', '[44, -55]', '[85.0]']
['11:04:03.092', '0.7', '[31, 77]', '[44, -55]', '[85.0]']
['11:04:03.292', '0.7', '[0, 77]', '[44, -55]', '[85.0]']
['11:04:03.491', '0.7', '[0, 77]', '[75, -55]', '[85.0]']
['11:04:03.694', '0.7', '[0, 45]', '[75, -55]', '[85.0]']
['11:04:03.916', '0.7', '[0, 45]', '[75, 82]', '[85.0]']
['11:04:04.119', '0.7', '[0, 45]', '[75, 82]', '[-68.0]']
['11:04:12.350', '0.9', '[0, 45]', '[75, 82]', '[-68.0]']
['11:04:12.570', '0.9', '[64, 45]', '[75, 82]', '[-68.0]']
['11:04:12.766', '0.9', '[64, 45]', '[59, 82]', '[-68.0]']
['11:04:13.137', '0.9', '[64, 45]', '[59, 6]', '[-68.0]']
['11:04:13.344', '0.9', '[64, 45]', '[59, 6]', '[70.0]']
['11:04:21.580', '0.8', '[64, 45]', '[59, 6]', '[70.0]']
['11:04:21.758', '0.8', '[32, 45]', '[59, 6]', '[70.0]']
['11:04:21.982', '0.8', '[32, 45]', '[74, 6]', '[70.0]']
['11:04:22.199', '0.8', '[32, 30]', '[74, 6]', '[70.0]']
['11:04:22.396', '0.8', '[32, 30]', '[74, -71]', '[70.0]']
['11:04:22.597', '0.8', '[32, 30]', '[74, -71]', '[-53.0]']
['11:04:30.786', '0.1', '[32, 30]', '[74, -71]', '[-53.0]']
['11:04:30.991', '0.1', '[64, 30]', '[74, -71]', '[-53.0]']
['11:04:31.196', '0.1', '[64, 30]', '[57, -71]', '[-53.0]']
['11:04:31.631', '0.1', '[64, 30]', '[57, -70]', '[-53.0]']
['11:04:31.835', '0.1', '[64, 30]', '[57, -70]', '[-7.0]']
['11:04:40.036', '0.2', '[64, 30]', '[57, -70]', '[-7.0]']
['11:04:40.462', '0.2', '[64, 30]', '[-8, -70]', '[-7.0]']
['11:04:40.639', '0.2', '[64, 77]', '[-8, -70]', '[-7.0]']
['11:04:40.844', '0.2', '[64, 77]', '[-8, 53]', '[-7.0]']
['11:04:41.047', '0.2', '[64, 77]', '[-8, 53]', '[-82.0]']
['11:04:49.266', '0.9', '[64, 77]', '[-8, 53]', '[-82.0]']
['11:04:49.489', '0.9', '[48, 77]', '[-8, 53]', '[-82.0]']
['11:04:49.669', '0.9', '[48, 77]', '[88, 53]', '[-82.0]']
['11:04:50.087', '0.9', '[48, 77]', '[88, -38]', '[-82.0]']
['11:04:50.285', '0.9', '[48, 77]', '[88, -38]', '[10.0]']
['11:04:58.496', '0.1', '[48, 77]', '[88, -38]', '[10.0]']
['11:04:58.915', '0.1', '[48, 77]', '[23, -38]', '[10.0]']
['11:04:59.314', '0.1', '[48, 77]', '[23, 84]', '[10.0]']
['11:04:59.515', '0.1', '[48, 77]', '[23, 84]', '[-52.0]']
['11:05:07.774', '0.3', '[48, 77]', '[23, 84]', '[-52.0]']
['11:05:07.933', '0.3', '[32, 77]', '[23, 84]', '[-52.0]']
['11:05:08.137', '0.3', '[32, 77]', '[87, 84]', '[-52.0]']
['11:05:08.341', '0.3', '[32, 30]', '[87, 84]', '[-52.0]']
['11:05:08.550', '0.3', '[32, 30]', '[87, -38]', '[-52.0]']
['11:05:08.775', '0.3', '[32, 30]', '[87, -38]', '[85.0]']
['11:05:16.960', '0.2', '[32, 30]', '[87, -38]', '[85.0]']
['11:05:17.166', '0.2', '[80, 30]', '[87, -38]', '[85.0]']
['11:05:17.370', '0.2', '[80, 30]', '[7, -38]', '[85.0]']
['11:05:17.604', '0.2', '[80, 14]', '[7, -38]', '[85.0]']
['11:05:17.808', '0.2', '[80, 14]', '[7, -68]', '[85.0]']
['11:05:18.004', '0.2', '[80, 14]', '[7, -68]', '[38.0]']
['11:05:26.193', '0.4', '[80, 14]', '[7, -68]', '[38.0]']
['11:05:26.398', '0.4', '[64, 14]', '[7, -68]', '[38.0]']
['11:05:26.635', '0.4', '[64, 14]', '[86, -68]', '[38.0]']
['11:05:26.833', '0.4', '[64, 45]', '[86, -68]', '[38.0]']
['11:05:27.034', '0.4', '[64, 45]', '[86, -81]', '[38.0]']
['11:05:27.235', '0.4', '[64, 45]', '[86, -81]', '[83.0]']
['11:05:35.423', '0.2', '[64, 45]', '[86, -81]', '[83.0]']
['11:05:35.639', '0.2', '[16, 45]', '[86, -81]', '[83.0]']
['11:05:35.846', '0.2', '[16, 45]', '[21, -81]', '[83.0]']
['11:05:36.241', '0.2', '[16, 45]', '[21, 86]', '[83.0]']
['11:05:36.445', '0.2', '[16, 45]', '[21, 86]', '[36.0]']
['11:05:44.667', '0.9', '[16, 45]', '[21, 86]', '[36.0]']
['11:05:44.867', '0.9', '[64, 45]', '[21, 86]', '[36.0]']
['11:05:45.068', '0.9', '[64, 45]', '[-75, 86]', '[36.0]']
['11:05:45.470', '0.9', '[64, 45]', '[-75, -21]', '[36.0]']
['11:05:45.693', '0.9', '[64, 45]', '[-75, -21]', '[20.0]']
['11:05:53.886', '0.8', '[64, 45]', '[-75, -21]', '[20.0]']
['11:05:54.090', '0.8', '[32, 45]', '[-75, -21]', '[20.0]']
['11:05:54.294', '0.8', '[32, 45]', '[86, -21]', '[20.0]']
['11:05:54.499', '0.8', '[32, 0]', '[86, -21]', '[20.0]']
['11:05:54.751', '0.8', '[32, 0]', '[86, -36]', '[20.0]']
['11:05:54.906', '0.8', '[32, 0]', '[86, -36]', '[-71.0]']
['11:06:03.118', '0.4', '[32, 0]', '[86, -36]', '[-71.0]']
['11:06:03.320', '0.4', '[48, 0]', '[86, -36]', '[-71.0]']
['11:06:03.523', '0.4', '[48, 0]', '[6, -36]', '[-71.0]']
['11:06:03.783', '0.4', '[48, 47]', '[6, -36]', '[-71.0]']
['11:06:03.953', '0.4', '[48, 47]', '[6, 71]', '[-71.0]']
['11:06:04.158', '0.4', '[48, 47]', '[6, 71]', '[52.0]']
['11:06:12.361', '0.0', '[48, 47]', '[6, 71]', '[52.0]']
['11:06:12.563', '0.0', '[64, 47]', '[6, 71]', '[52.0]']
['11:06:12.759', '0.0', '[64, 47]', '[37, 71]', '[52.0]']
['11:06:12.963', '0.0', '[64, 78]', '[37, 71]', '[52.0]']
['11:06:13.163', '0.0', '[64, 78]', '[37, 24]', '[52.0]']
['11:06:13.370', '0.0', '[64, 78]', '[37, 24]', '[-24.0]']
['11:06:21.592', '0.5', '[64, 78]', '[37, 24]', '[-24.0]']
['11:06:21.992', '0.5', '[64, 78]', '[53, 24]', '[-24.0]']
['11:06:22.192', '0.5', '[64, 62]', '[53, 24]', '[-24.0]']
['11:06:22.394', '0.5', '[64, 62]', '[53, -6]', '[-24.0]']
['11:06:22.599', '0.5', '[64, 62]', '[53, -6]', '[52.0]']
['11:06:30.819', '0.7', '[64, 62]', '[53, -6]', '[52.0]']
['11:06:31.217', '0.7', '[64, 62]', '[5, -6]', '[52.0]']
['11:06:31.445', '0.7', '[64, 77]', '[5, -6]', '[52.0]']
['11:06:31.623', '0.7', '[64, 77]', '[5, 10]', '[52.0]']
['11:06:31.845', '0.7', '[64, 77]', '[5, 10]', '[36.0]']
['11:06:40.040', '0.5', '[64, 77]', '[5, 10]', '[36.0]']
['11:06:40.476', '0.5', '[64, 77]', '[-90, 10]', '[36.0]']
['11:06:40.698', '0.5', '[64, 45]', '[-90, 10]', '[36.0]']
['11:06:40.857', '0.5', '[64, 45]', '[-90, 85]', '[36.0]']
['11:06:41.095', '0.5', '[64, 45]', '[-90, 85]', '[51.0]']
['11:06:49.505', '0.5', '[79, 45]', '[-90, 85]', '[51.0]']
['11:06:49.728', '0.5', '[79, 45]', '[-10, 85]', '[51.0]']
['11:06:49.926', '0.5', '[79, 76]', '[-10, 85]', '[51.0]']
['11:06:50.088', '0.5', '[79, 76]', '[-10, -53]', '[51.0]']
['11:06:50.303', '0.5', '[79, 76]', '[-10, -53]', '[20.0]']
['11:06:58.534', '0.1', '[79, 76]', '[-10, -53]', '[20.0]']
['11:06:58.736', '0.1', '[15, 76]', '[-10, -53]', '[20.0]']
['11:06:58.935', '0.1', '[15, 76]', '[-41, -53]', '[20.0]']
['11:06:59.136', '0.1', '[15, 13]', '[-41, -53]', '[20.0]']
['11:06:59.353', '0.1', '[15, 13]', '[-41, -82]', '[20.0]']
['11:06:59.535', '0.1', '[15, 13]', '[-41, -82]', '[6.0]']
['11:07:07.743', '0.0', '[15, 13]', '[-41, -82]', '[6.0]']
['11:07:07.943', '0.0', '[63, 13]', '[-41, -82]', '[6.0]']
['11:07:08.148', '0.0', '[63, 13]', '[-25, -82]', '[6.0]']
['11:07:08.365', '0.0', '[63, 60]', '[-25, -82]', '[6.0]']
['11:07:08.562', '0.0', '[63, 60]', '[-25, 55]', '[6.0]']
['11:07:08.767', '0.0', '[63, 60]', '[-25, 55]', '[-10.0]']
['11:07:16.998', '0.9', '[63, 60]', '[-25, 55]', '[-10.0]']
['11:07:17.398', '0.9', '[63, 60]', '[-88, 55]', '[-10.0]']
['11:07:17.616', '0.9', '[63, 13]', '[-88, 55]', '[-10.0]']
['11:07:17.814', '0.9', '[63, 13]', '[-88, 85]', '[-10.0]']
['11:07:26.221', '0.1', '[63, 13]', '[-88, 85]', '[-10.0]']
['11:07:26.422', '0.1', '[31, 13]', '[-88, 85]', '[-10.0]']
['11:07:26.644', '0.1', '[31, 13]', '[9, 85]', '[-10.0]']
['11:07:26.841', '0.1', '[31, 60]', '[9, 85]', '[-10.0]']
['11:07:27.043', '0.1', '[31, 60]', '[9, -53]', '[-10.0]']
['11:07:27.244', '0.1', '[31, 60]', '[9, -53]', '[-56.0]']
['11:07:35.700', '0.1', '[0, 60]', '[9, -53]', '[-56.0]']
['11:07:35.864', '0.1', '[0, 60]', '[-8, -53]', '[-56.0]']
['11:07:36.067', '0.1', '[0, 0]', '[-8, -53]', '[-56.0]']
['11:07:36.271', '0.1', '[0, 0]', '[-8, -68]', '[-56.0]']
['11:07:36.477', '0.1', '[0, 0]', '[-8, -68]', '[35.0]']
['11:07:44.688', '0.3', '[0, 0]', '[-8, -68]', '[35.0]']
['11:07:45.095', '0.3', '[0, 0]', '[9, -68]', '[35.0]']
['11:07:45.329', '0.3', '[0, 32]', '[9, -68]', '[35.0]']
['11:07:45.555', '0.3', '[0, 32]', '[9, -21]', '[35.0]']
['11:07:53.919', '0.2', '[0, 32]', '[9, -21]', '[35.0]']
['11:07:54.123', '0.2', '[48, 32]', '[9, -21]', '[35.0]']
['11:07:54.334', '0.2', '[48, 32]', '[88, -21]', '[35.0]']
['11:07:54.559', '0.2', '[48, 63]', '[88, -21]', '[35.0]']
['11:07:54.759', '0.2', '[48, 63]', '[88, 85]', '[35.0]']
['11:07:54.938', '0.2', '[48, 63]', '[88, 85]', '[-56.0]']
['11:08:03.150', '0.8', '[48, 63]', '[88, 85]', '[-56.0]']
['11:08:03.364', '0.8', '[0, 63]', '[88, 85]', '[-56.0]']
['11:08:03.567', '0.8', '[0, 63]', '[-25, 85]', '[-56.0]']
['11:08:03.967', '0.8', '[0, 63]', '[-25, 84]', '[-56.0]']
['11:08:04.172', '0.8', '[0, 63]', '[-25, 84]', '[6.0]']
['11:08:12.393', '0.6', '[0, 63]', '[-25, 84]', '[6.0]']
['11:08:12.594', '0.6', '[64, 63]', '[-25, 84]', '[6.0]']
['11:08:12.793', '0.6', '[64, 63]', '[-56, 84]', '[6.0]']
['11:08:12.996', '0.6', '[64, 32]', '[-56, 84]', '[6.0]']
['11:08:13.198', '0.6', '[64, 32]', '[-56, 37]', '[6.0]']
['11:08:13.442', '0.6', '[64, 32]', '[-56, 37]', '[66.0]']
['11:08:21.621', '0.5', '[64, 32]', '[-56, 37]', '[66.0]']
['11:08:21.822', '0.5', '[32, 32]', '[-56, 37]', '[66.0]']
['11:08:22.023', '0.5', '[32, 32]', '[72, 37]', '[66.0]']
['11:08:22.225', '0.5', '[32, 63]', '[72, 37]', '[66.0]']
['11:08:22.469', '0.5', '[32, 63]', '[72, -24]', '[66.0]']
['11:08:22.647', '0.5', '[32, 63]', '[72, -24]', '[50.0]']
['11:08:30.852', '0.9', '[32, 63]', '[72, -24]', '[50.0]']
['11:08:31.077', '0.9', '[48, 63]', '[72, -24]', '[50.0]']
['11:08:31.251', '0.9', '[48, 63]', '[-25, -24]', '[50.0]']
['11:08:31.455', '0.9', '[48, 47]', '[-25, -24]', '[50.0]']
['11:08:31.659', '0.9', '[48, 47]', '[-25, -84]', '[50.0]']
['11:08:31.874', '0.9', '[48, 47]', '[-25, -84]', '[-72.0]']
['11:08:40.108', '0.0', '[48, 47]', '[-25, -84]', '[-72.0]']
['11:08:40.283', '0.0', '[16, 47]', '[-25, -84]', '[-72.0]']
['11:08:40.523', '0.0', '[16, 47]', '[39, -84]', '[-72.0]']
['11:08:40.921', '0.0', '[16, 47]', '[39, 68]', '[-72.0]']
['11:08:41.099', '0.0', '[16, 47]', '[39, 68]', '[51.0]']
['11:08:49.332', '0.6', '[16, 47]', '[39, 68]', '[51.0]']
['11:08:49.512', '0.6', '[0, 47]', '[39, 68]', '[51.0]']
['11:08:49.731', '0.6', '[0, 47]', '[-74, 68]', '[51.0]']
['11:08:49.935', '0.6', '[0, 63]', '[-74, 68]', '[51.0]']
['11:08:50.154', '0.6', '[0, 63]', '[-74, 67]', '[51.0]']
['11:08:50.352', '0.6', '[0, 63]', '[-74, 67]', '[-56.0]']
['11:08:58.563', '0.2', '[0, 63]', '[-74, 67]', '[-56.0]']
