['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['12:46:49.791', '0.2', '[48, 46]', '[56, 60]', '[20.0]']
['12:46:50.013', '0.2', '[48, 46]', '[56, 14]', '[20.0]']
['12:46:50.194', '0.2', '[48, 46]', '[56, 14]', '[6.0]']
['12:46:58.410', '0.9', '[48, 46]', '[56, 14]', '[6.0]']
['12:46:58.631', '0.9', '[0, 46]', '[56, 14]', '[6.0]']
['12:46:58.835', '0.9', '[0, 46]', '[87, 14]', '[6.0]']
['12:46:59.032', '0.9', '[0, 77]', '[87, 14]', '[6.0]']
['12:46:59.220', '0.9', '[0, 77]', '[87, 74]', '[6.0]']
['12:46:59.455', '0.9', '[0, 77]', '[87, 74]', '[-25.0]']
['12:47:07.679', '0.5', '[0, 77]', '[87, 74]', '[-25.0]']
['12:47:07.838', '0.5', '[64, 77]', '[87, 74]', '[-25.0]']
['12:47:08.058', '0.5', '[64, 77]', '[22, 74]', '[-25.0]']
['12:47:08.280', '0.5', '[64, 45]', '[22, 74]', '[-25.0]']
['12:47:08.499', '0.5', '[64, 45]', '[22, 27]', '[-25.0]']
['12:47:08.680', '0.5', '[64, 45]', '[22, 27]', '[51.0]']
['12:47:17.078', '0.5', '[0, 45]', '[22, 27]', '[51.0]']
['12:47:17.302', '0.5', '[0, 45]', '[86, 27]', '[51.0]']
['12:47:17.523', '0.5', '[0, 0]', '[86, 27]', '[51.0]']
['12:47:17.687', '0.5', '[0, 0]', '[86, 57]', '[51.0]']
['12:47:17.891', '0.5', '[0, 0]', '[86, 57]', '[-10.0]']
['12:47:26.122', '0.2', '[0, 0]', '[86, 57]', '[-10.0]']
['12:47:26.306', '0.2', '[16, 0]', '[86, 57]', '[-10.0]']
['12:47:26.510', '0.2', '[16, 0]', '[-58, 57]', '[-10.0]']
['12:47:26.742', '0.2', '[16, 32]', '[-58, 57]', '[-10.0]']
['12:47:26.918', '0.2', '[16, 32]', '[-58, -4]', '[-10.0]']
['12:47:27.122', '0.2', '[16, 32]', '[-58, -4]', '[6.0]']
['12:47:35.338', '0.0', '[16, 32]', '[-58, -4]', '[6.0]']
['12:47:35.540', '0.0', '[80, 32]', '[-58, -4]', '[6.0]']
['12:47:35.739', '0.0', '[80, 32]', '[86, -4]', '[6.0]']
['12:47:35.940', '0.0', '[80, 63]', '[86, -4]', '[6.0]']
['12:47:36.144', '0.0', '[80, 63]', '[86, 26]', '[6.0]']
['12:47:36.366', '0.0', '[80, 63]', '[86, 26]', '[35.0]']
['12:47:44.587', '0.1', '[80, 63]', '[86, 26]', '[35.0]']
['12:47:44.786', '0.1', '[16, 63]', '[86, 26]', '[35.0]']
['12:47:44.990', '0.1', '[16, 63]', '[69, 26]', '[35.0]']
['12:47:45.390', '0.1', '[16, 63]', '[69, 11]', '[35.0]']
['12:47:53.831', '0.6', '[16, 63]', '[69, 11]', '[35.0]']
['12:47:54.032', '0.6', '[32, 63]', '[69, 11]', '[35.0]']
['12:47:54.231', '0.6', '[32, 63]', '[20, 11]', '[35.0]']
['12:47:54.434', '0.6', '[32, 0]', '[20, 11]', '[35.0]']
['12:47:54.635', '0.6', '[32, 0]', '[20, -35]', '[35.0]']
['12:47:54.818', '0.6', '[32, 0]', '[20, -35]', '[-56.0]']
['12:48:03.079', '0.3', '[32, 0]', '[20, -35]', '[-56.0]']
['12:48:03.259', '0.3', '[48, 0]', '[20, -35]', '[-56.0]']
['12:48:03.459', '0.3', '[48, 0]', '[68, -35]', '[-56.0]']
['12:48:03.882', '0.3', '[48, 0]', '[68, -4]', '[-56.0]']
['12:48:04.083', '0.3', '[48, 0]', '[68, -4]', '[66.0]']
['12:48:12.321', '0.5', '[48, 0]', '[68, -4]', '[66.0]']
['12:48:12.479', '0.5', '[32, 0]', '[68, -4]', '[66.0]']
['12:48:12.701', '0.5', '[32, 0]', '[-60, -4]', '[66.0]']
['12:48:12.903', '0.5', '[32, 47]', '[-60, -4]', '[66.0]']
['12:48:13.125', '0.5', '[32, 47]', '[-60, 26]', '[66.0]']
['12:48:13.290', '0.5', '[32, 47]', '[-60, 26]', '[-56.0]']
['12:48:21.522', '0.8', '[32, 47]', '[-60, 26]', '[-56.0]']
['12:48:21.723', '0.8', '[16, 47]', '[-60, 26]', '[-56.0]']
['12:48:21.923', '0.8', '[16, 47]', '[36, 26]', '[-56.0]']
['12:48:22.141', '0.8', '[16, 78]', '[36, 26]', '[-56.0]']
['12:48:22.537', '0.8', '[16, 78]', '[36, 26]', '[20.0]']
['12:48:30.746', '0.2', '[16, 78]', '[36, 26]', '[20.0]']
['12:48:30.949', '0.2', '[48, 78]', '[36, 26]', '[20.0]']
['12:48:31.165', '0.2', '[48, 78]', '[-90, 26]', '[20.0]']
['12:48:31.363', '0.2', '[48, 15]', '[-90, 26]', '[20.0]']
['12:48:31.564', '0.2', '[48, 15]', '[-90, -50]', '[20.0]']
['12:48:31.764', '0.2', '[48, 15]', '[-90, -50]', '[-25.0]']
['12:48:39.971', '0.0', '[48, 15]', '[-90, -50]', '[-25.0]']
['12:48:40.186', '0.0', '[16, 15]', '[-90, -50]', '[-25.0]']
['12:48:40.389', '0.0', '[16, 15]', '[-74, -50]', '[-25.0]']
['12:48:40.809', '0.0', '[16, 15]', '[-74, 72]', '[-25.0]']
['12:48:40.990', '0.0', '[16, 15]', '[-74, 72]', '[-56.0]']
['12:48:49.205', '0.9', '[16, 15]', '[-74, 72]', '[-56.0]']
['12:48:49.408', '0.9', '[32, 15]', '[-74, 72]', '[-56.0]']
['12:48:49.810', '0.9', '[32, 31]', '[-74, 72]', '[-56.0]']
['12:48:50.014', '0.9', '[32, 31]', '[-74, 71]', '[-56.0]']
['12:48:50.221', '0.9', '[32, 31]', '[-74, 71]', '[-85.0]']
['12:48:58.434', '0.0', '[32, 31]', '[-74, 71]', '[-85.0]']
['12:48:58.857', '0.0', '[32, 31]', '[-88, 71]', '[-85.0]']
['12:48:59.058', '0.0', '[32, 62]', '[-88, 71]', '[-85.0]']
['12:48:59.281', '0.0', '[32, 62]', '[-88, 70]', '[-85.0]']
['12:48:59.482', '0.0', '[32, 62]', '[-88, 70]', '[7.0]']
['12:49:07.666', '0.9', '[32, 62]', '[-88, 70]', '[7.0]']
['12:49:07.871', '0.9', '[48, 62]', '[-88, 70]', '[7.0]']
['12:49:08.103', '0.9', '[48, 62]', '[-24, 70]', '[7.0]']
['12:49:08.305', '0.9', '[48, 0]', '[-24, 70]', '[7.0]']
['12:49:08.504', '0.9', '[48, 0]', '[-24, 23]', '[7.0]']
['12:49:08.703', '0.9', '[48, 0]', '[-24, 23]', '[-24.0]']
['12:49:16.895', '0.6', '[48, 0]', '[-24, 23]', '[-24.0]']
['12:49:17.324', '0.6', '[48, 0]', '[-87, 23]', '[-24.0]']
['12:49:17.523', '0.6', '[48, 32]', '[-87, 23]', '[-24.0]']
['12:49:17.746', '0.6', '[48, 32]', '[-87, 69]', '[-24.0]']
['12:49:17.946', '0.6', '[48, 32]', '[-87, 69]', '[7.0]']
['12:49:26.144', '0.2', '[48, 32]', '[-87, 69]', '[7.0]']
['12:49:26.346', '0.2', '[79, 32]', '[-87, 69]', '[7.0]']
['12:49:26.546', '0.2', '[79, 32]', '[41, 69]', '[7.0]']
['12:49:26.746', '0.2', '[79, 63]', '[41, 69]', '[7.0]']
['12:49:26.948', '0.2', '[79, 63]', '[41, -54]', '[7.0]']
['12:49:27.167', '0.2', '[79, 63]', '[41, -54]', '[-9.0]']
['12:49:35.392', '0.0', '[79, 63]', '[41, -54]', '[-9.0]']
['12:49:35.591', '0.0', '[47, 63]', '[41, -54]', '[-9.0]']
['12:49:35.788', '0.0', '[47, 63]', '[-72, -54]', '[-9.0]']
['12:49:35.988', '0.0', '[47, 32]', '[-72, -54]', '[-9.0]']
['12:49:36.187', '0.0', '[47, 32]', '[-72, 53]', '[-9.0]']
['12:49:36.386', '0.0', '[47, 32]', '[-72, 53]', '[7.0]']
['12:49:44.612', '0.4', '[47, 32]', '[-72, 53]', '[7.0]']
['12:49:44.803', '0.4', '[63, 32]', '[-72, 53]', '[7.0]']
['12:49:45.007', '0.4', '[63, 32]', '[-55, 53]', '[7.0]']
['12:49:45.208', '0.4', '[63, 16]', '[-55, 53]', '[7.0]']
['12:49:45.407', '0.4', '[63, 16]', '[-55, -69]', '[7.0]']
['12:49:45.615', '0.4', '[63, 16]', '[-55, -69]', '[-84.0]']
['12:49:53.823', '0.5', '[63, 16]', '[-55, -69]', '[-84.0]']
['12:49:54.080', '0.5', '[0, 16]', '[-55, -69]', '[-84.0]']
['12:49:54.255', '0.5', '[0, 16]', '[-7, -69]', '[-84.0]']
['12:49:54.441', '0.5', '[0, 79]', '[-7, -69]', '[-84.0]']
['12:49:54.658', '0.5', '[0, 79]', '[-7, -7]', '[-84.0]']
['12:49:54.849', '0.5', '[0, 79]', '[-7, -7]', '[-69.0]']
['12:50:03.073', '0.3', '[0, 79]', '[-7, -7]', '[-69.0]']
['12:50:03.278', '0.3', '[16, 79]', '[-7, -7]', '[-69.0]']
['12:50:03.469', '0.3', '[16, 79]', '[89, -7]', '[-69.0]']
['12:50:03.672', '0.3', '[16, 47]', '[89, -7]', '[-69.0]']
['12:50:03.926', '0.3', '[16, 47]', '[89, 54]', '[-69.0]']
['12:50:04.127', '0.3', '[16, 47]', '[89, 54]', '[9.0]']
['12:50:12.294', '0.2', '[16, 47]', '[89, 54]', '[9.0]']
['12:50:12.494', '0.2', '[0, 47]', '[89, 54]', '[9.0]']
['12:50:12.700', '0.2', '[0, 47]', '[40, 54]', '[9.0]']
['12:50:12.921', '0.2', '[0, 0]', '[40, 54]', '[9.0]']
['12:50:13.324', '0.2', '[0, 0]', '[40, 54]', '[-7.0]']
['12:50:21.540', '0.5', '[0, 0]', '[40, 54]', '[-7.0]']
['12:50:21.741', '0.5', '[48, 0]', '[40, 54]', '[-7.0]']
['12:50:21.944', '0.5', '[48, 0]', '[71, 54]', '[-7.0]']
['12:50:22.142', '0.5', '[48, 63]', '[71, 54]', '[-7.0]']
['12:50:22.343', '0.5', '[48, 63]', '[71, 9]', '[-7.0]']
['12:50:22.544', '0.5', '[48, 63]', '[71, 9]', '[84.0]']
['12:50:30.761', '0.9', '[48, 63]', '[71, 9]', '[84.0]']
['12:50:31.181', '0.9', '[48, 63]', '[-41, 9]', '[84.0]']
['12:50:31.787', '0.9', '[48, 63]', '[-41, 9]', '[37.0]']
['12:50:40.033', '0.4', '[48, 63]', '[-41, 9]', '[37.0]']
['12:50:40.211', '0.4', '[79, 63]', '[-41, 9]', '[37.0]']
['12:50:40.390', '0.4', '[79, 63]', '[71, 9]', '[37.0]']
['12:50:40.827', '0.4', '[79, 63]', '[71, -22]', '[37.0]']
['12:50:41.028', '0.4', '[79, 63]', '[71, -22]', '[-24.0]']
['12:50:49.251', '0.0', '[79, 63]', '[71, -22]', '[-24.0]']
['12:50:49.628', '0.0', '[79, 63]', '[-26, -22]', '[-24.0]']
['12:50:49.828', '0.0', '[79, 16]', '[-26, -22]', '[-24.0]']
['12:50:50.047', '0.0', '[79, 16]', '[-26, 84]', '[-24.0]']
['12:50:50.273', '0.0', '[79, 16]', '[-26, 84]', '[52.0]']
['12:50:58.450', '0.7', '[79, 16]', '[-26, 84]', '[52.0]']
['12:50:58.667', '0.7', '[0, 16]', '[-26, 84]', '[52.0]']
['12:50:59.068', '0.7', '[0, 32]', '[-26, 84]', '[52.0]']
['12:50:59.269', '0.7', '[0, 32]', '[-26, -83]', '[52.0]']
['12:50:59.469', '0.7', '[0, 32]', '[-26, -83]', '[7.0]']
['12:51:07.686', '0.4', '[0, 32]', '[-26, -83]', '[7.0]']
['12:51:07.893', '0.4', '[32, 32]', '[-26, -83]', '[7.0]']
['12:51:08.088', '0.4', '[32, 32]', '[-89, -83]', '[7.0]']
['12:51:08.292', '0.4', '[32, 1]', '[-89, -83]', '[7.0]']
['12:51:08.495', '0.4', '[32, 1]', '[-89, -82]', '[7.0]']
['12:51:08.718', '0.4', '[32, 1]', '[-89, -82]', '[-70.0]']
['12:51:16.934', '0.5', '[32, 1]', '[-89, -82]', '[-70.0]']
['12:51:17.133', '0.5', '[80, 1]', '[-89, -82]', '[-70.0]']
['12:51:17.363', '0.5', '[80, 1]', '[-73, -82]', '[-70.0]']
['12:51:17.561', '0.5', '[80, 79]', '[-73, -82]', '[-70.0]']
['12:51:17.762', '0.5', '[80, 79]', '[-73, 55]', '[-70.0]']
['12:51:17.958', '0.5', '[80, 79]', '[-73, 55]', '[83.0]']
['12:51:26.182', '0.3', '[80, 79]', '[-73, 55]', '[83.0]']
['12:51:26.357', '0.3', '[48, 79]', '[-73, 55]', '[83.0]']
['12:51:26.562', '0.3', '[48, 79]', '[24, 55]', '[83.0]']
['12:51:26.800', '0.3', '[48, 32]', '[24, 55]', '[83.0]']
['12:51:26.968', '0.3', '[48, 32]', '[24, 70]', '[83.0]']
['12:51:27.175', '0.3', '[48, 32]', '[24, 70]', '[-70.0]']
['12:51:35.532', '0.6', '[48, 32]', '[24, 70]', '[-70.0]']
['12:51:35.649', '0.6', '[64, 32]', '[24, 70]', '[-70.0]']
['12:51:36.223', '0.6', '[64, 32]', '[24, -82]', '[-70.0]']
['12:51:36.445', '0.6', '[64, 32]', '[24, -82]', '[-8.0]']
['12:51:44.624', '0.7', '[64, 32]', '[24, -82]', '[-8.0]']
['12:51:44.823', '0.7', '[16, 32]', '[24, -82]', '[-8.0]']
['12:51:45.026', '0.7', '[16, 32]', '[72, -82]', '[-8.0]']
['12:51:45.242', '0.7', '[16, 1]', '[72, -82]', '[-8.0]']
['12:51:45.442', '0.7', '[16, 1]', '[72, 55]', '[-8.0]']
['12:51:53.860', '0.3', '[16, 1]', '[72, 55]', '[-8.0]']
['12:51:54.061', '0.3', '[48, 1]', '[72, 55]', '[-8.0]']
['12:51:54.263', '0.3', '[48, 1]', '[-9, 55]', '[-8.0]']
['12:51:54.462', '0.3', '[48, 17]', '[-9, 55]', '[-8.0]']
['12:51:54.665', '0.3', '[48, 17]', '[-9, 24]', '[-8.0]']
['12:51:54.887', '0.3', '[48, 17]', '[-9, 24]', '[53.0]']
['12:52:03.112', '0.6', '[48, 17]', '[-9, 24]', '[53.0]']
['12:52:03.340', '0.6', '[79, 17]', '[-9, 24]', '[53.0]']
['12:52:03.497', '0.6', '[79, 17]', '[23, 24]', '[53.0]']
['12:52:03.701', '0.6', '[79, 64]', '[23, 24]', '[53.0]']
['12:52:03.910', '0.6', '[79, 64]', '[23, 39]', '[53.0]']
['12:52:04.109', '0.6', '[79, 64]', '[23, 39]', '[-54.0]']
['12:52:12.357', '0.7', '[79, 64]', '[23, 39]', '[-54.0]']
['12:52:12.758', '0.7', '[79, 64]', '[-88, 39]', '[-54.0]']
['12:52:12.960', '0.7', '[79, 33]', '[-88, 39]', '[-54.0]']
['12:52:13.159', '0.7', '[79, 33]', '[-88, -37]', '[-54.0]']
['12:52:13.381', '0.7', '[79, 33]', '[-88, -37]', '[-38.0]']
['12:52:21.546', '0.6', '[79, 33]', '[-88, -37]', '[-38.0]']
['12:52:21.799', '0.6', '[15, 33]', '[-88, -37]', '[-38.0]']
['12:52:21.980', '0.6', '[15, 33]', '[-24, -37]', '[-38.0]']
['12:52:22.204', '0.6', '[15, 48]', '[-24, -37]', '[-38.0]']
['12:52:22.405', '0.6', '[15, 48]', '[-24, 70]', '[-38.0]']
['12:52:22.581', '0.6', '[15, 48]', '[-24, 70]', '[9.0]']
['12:52:30.798', '0.7', '[15, 48]', '[-24, 70]', '[9.0]']
['12:52:30.997', '0.7', '[0, 48]', '[-24, 70]', '[9.0]']
['12:52:31.197', '0.7', '[0, 48]', '[-72, 70]', '[9.0]']
['12:52:31.616', '0.7', '[0, 48]', '[-72, -7]', '[9.0]']
['12:52:31.817', '0.7', '[0, 48]', '[-72, -7]', '[69.0]']
['12:52:40.041', '0.2', '[0, 48]', '[-72, -7]', '[69.0]']
['12:52:40.234', '0.2', '[48, 48]', '[-72, -7]', '[69.0]']
['12:52:40.438', '0.2', '[48, 48]', '[41, -7]', '[69.0]']
['12:52:40.636', '0.2', '[48, 1]', '[41, -7]', '[69.0]']
['12:52:40.836', '0.2', '[48, 1]', '[41, 54]', '[69.0]']
['12:52:41.040', '0.2', '[48, 1]', '[41, 54]', '[-83.0]']
['12:52:49.257', '0.4', '[48, 1]', '[41, 54]', '[-83.0]']
['12:52:49.464', '0.4', '[79, 1]', '[41, 54]', '[-83.0]']
['12:52:49.665', '0.4', '[79, 1]', '[72, 54]', '[-83.0]']
['12:52:49.868', '0.4', '[79, 79]', '[72, 54]', '[-83.0]']
['12:52:50.071', '0.4', '[79, 79]', '[72, 38]', '[-83.0]']
['12:52:50.276', '0.4', '[79, 79]', '[72, 38]', '[-37.0]']
['12:52:58.493', '0.0', '[79, 79]', '[72, 38]', '[-37.0]']
['12:52:58.696', '0.0', '[15, 79]', '[72, 38]', '[-37.0]']
['12:52:58.901', '0.0', '[15, 79]', '[23, 38]', '[-37.0]']
['12:52:59.111', '0.0', '[15, 32]', '[23, 38]', '[-37.0]']
['12:52:59.311', '0.0', '[15, 32]', '[23, -38]', '[-37.0]']
['12:52:59.534', '0.0', '[15, 32]', '[23, -38]', '[-67.0]']
['12:53:07.753', '0.1', '[15, 32]', '[23, -38]', '[-67.0]']
['12:53:08.126', '0.1', '[15, 32]', '[39, -38]', '[-67.0]']
['12:53:08.378', '0.1', '[15, 79]', '[39, -38]', '[-67.0]']
['12:53:08.576', '0.1', '[15, 79]', '[39, -82]', '[-67.0]']
['12:53:08.756', '0.1', '[15, 79]', '[39, -82]', '[40.0]']
['12:53:16.973', '0.5', '[15, 79]', '[39, -82]', '[40.0]']
['12:53:17.174', '0.5', '[0, 79]', '[39, -82]', '[40.0]']
['12:53:17.374', '0.5', '[0, 79]', '[86, -82]', '[40.0]']
['12:53:17.575', '0.5', '[0, 47]', '[86, -82]', '[40.0]']
['12:53:17.775', '0.5', '[0, 47]', '[86, 70]', '[40.0]']
['12:53:17.995', '0.5', '[0, 47]', '[86, 70]', '[55.0]']
['12:53:26.196', '0.6', '[0, 47]', '[86, 70]', '[55.0]']
['12:53:26.396', '0.6', '[32, 47]', '[86, 70]', '[55.0]']
['12:53:26.598', '0.6', '[32, 47]', '[69, 70]', '[55.0]']
['12:53:26.819', '0.6', '[32, 63]', '[69, 70]', '[55.0]']
['12:53:27.016', '0.6', '[32, 63]', '[69, -7]', '[55.0]']
['12:53:27.240', '0.6', '[32, 63]', '[69, -7]', '[-6.0]']
['12:53:35.420', '0.8', '[32, 63]', '[69, -7]', '[-6.0]']
['12:53:35.636', '0.8', '[0, 63]', '[69, -7]', '[-6.0]']
['12:53:35.836', '0.8', '[0, 63]', '[-28, -7]', '[-6.0]']
['12:53:36.042', '0.8', '[0, 47]', '[-28, -7]', '[-6.0]']
['12:53:36.241', '0.8', '[0, 47]', '[-28, -68]', '[-6.0]']
['12:53:36.444', '0.8', '[0, 47]', '[-28, -68]', '[10.0]']
['12:53:44.663', '0.5', '[0, 47]', '[-28, -68]', '[10.0]']
['12:53:44.882', '0.5', '[16, 47]', '[-28, -68]', '[10.0]']
['12:53:45.085', '0.5', '[16, 47]', '[-90, -68]', '[10.0]']
['12:53:45.286', '0.5', '[16, 16]', '[-90, -68]', '[10.0]']
['12:53:45.484', '0.5', '[16, 16]', '[-90, -6]', '[10.0]']
['12:53:45.709', '0.5', '[16, 16]', '[-90, -6]', '[-67.0]']
['12:53:53.906', '0.9', '[16, 16]', '[-90, -6]', '[-67.0]']
['12:53:54.106', '0.9', '[80, 16]', '[-90, -6]', '[-67.0]']
['12:53:54.502', '0.9', '[80, 63]', '[-90, -6]', '[-67.0]']
['12:53:54.756', '0.9', '[80, 63]', '[-90, -21]', '[-67.0]']
['12:53:54.959', '0.9', '[80, 63]', '[-90, -21]', '[11.0]']
['12:54:03.123', '0.3', '[80, 63]', '[-90, -21]', '[11.0]']
['12:54:03.332', '0.3', '[48, 63]', '[-90, -21]', '[11.0]']
['12:54:03.526', '0.3', '[48, 63]', '[7, -21]', '[11.0]']
['12:54:03.737', '0.3', '[48, 78]', '[7, -21]', '[11.0]']
['12:54:03.950', '0.3', '[48, 78]', '[7, 85]', '[11.0]']
['12:54:04.149', '0.3', '[48, 78]', '[7, 85]', '[86.0]']
['12:54:12.370', '0.5', '[48, 78]', '[7, 85]', '[86.0]']
['12:54:12.571', '0.5', '[32, 78]', '[7, 85]', '[86.0]']
['12:54:12.771', '0.5', '[32, 78]', '[38, 85]', '[86.0]']
['12:54:12.973', '0.5', '[32, 31]', '[38, 85]', '[86.0]']
['12:54:13.173', '0.5', '[32, 31]', '[38, 69]', '[86.0]']
['12:54:13.376', '0.5', '[32, 31]', '[38, 69]', '[-36.0]']
['12:54:21.619', '0.3', '[32, 31]', '[38, 69]', '[-36.0]']
['12:54:21.794', '0.3', '[64, 31]', '[38, 69]', '[-36.0]']
['12:54:21.996', '0.3', '[64, 31]', '[-58, 69]', '[-36.0]']
['12:54:22.216', '0.3', '[64, 62]', '[-58, 69]', '[-36.0]']
['12:54:22.416', '0.3', '[64, 62]', '[-58, 53]', '[-36.0]']
['12:54:22.619', '0.3', '[64, 62]', '[-58, 53]', '[-51.0]']
['12:54:30.819', '0.1', '[64, 62]', '[-58, 53]', '[-51.0]']
['12:54:31.023', '0.1', '[16, 62]', '[-58, 53]', '[-51.0]']
['12:54:31.261', '0.1', '[16, 62]', '[-10, 53]', '[-51.0]']
['12:54:31.458', '0.1', '[16, 0]', '[-10, 53]', '[-51.0]']
['12:54:31.681', '0.1', '[16, 0]', '[-10, -69]', '[-51.0]']
['12:54:31.840', '0.1', '[16, 0]', '[-10, -69]', '[86.0]']
['12:54:40.083', '0.0', '[16, 0]', '[-10, -69]', '[86.0]']
['12:54:40.284', '0.0', '[32, 0]', '[-10, -69]', '[86.0]']
['12:54:40.481', '0.0', '[32, 0]', '[-41, -69]', '[86.0]']
['12:54:40.663', '0.0', '[32, 63]', '[-41, -69]', '[86.0]']
['12:54:40.868', '0.0', '[32, 63]', '[-41, -82]', '[86.0]']
['12:54:49.283', '0.9', '[32, 63]', '[-41, -82]', '[86.0]']
['12:54:49.506', '0.9', '[80, 63]', '[-41, -82]', '[86.0]']
['12:54:49.721', '0.9', '[80, 63]', '[-73, -82]', '[86.0]']
['12:54:49.903', '0.9', '[80, 32]', '[-73, -82]', '[86.0]']
['12:54:50.125', '0.9', '[80, 32]', '[-73, 24]', '[86.0]']
['12:54:50.306', '0.9', '[80, 32]', '[-73, 24]', '[39.0]']
['12:54:58.519', '0.8', '[80, 32]', '[-73, 24]', '[39.0]']
['12:54:58.723', '0.8', '[32, 32]', '[-73, 24]', '[39.0]']
['12:54:58.923', '0.8', '[32, 32]', '[-56, 24]', '[39.0]']
['12:54:59.126', '0.8', '[32, 79]', '[-56, 24]', '[39.0]']
['12:54:59.343', '0.8', '[32, 79]', '[-56, 39]', '[39.0]']
['12:54:59.547', '0.8', '[32, 79]', '[-56, 39]', '[-22.0]']
['12:55:07.748', '0.3', '[32, 79]', '[-56, 39]', '[-22.0]']
['12:55:07.954', '0.3', '[48, 79]', '[-56, 39]', '[-22.0]']
['12:55:08.170', '0.3', '[48, 79]', '[-87, 39]', '[-22.0]']
['12:55:08.368', '0.3', '[48, 47]', '[-87, 39]', '[-22.0]']
['12:55:08.570', '0.3', '[48, 47]', '[-87, -68]', '[-22.0]']
['12:55:08.769', '0.3', '[48, 47]', '[-87, -68]', '[9.0]']
['12:55:16.986', '0.1', '[48, 47]', '[-87, -68]', '[9.0]']
['12:55:17.187', '0.1', '[32, 47]', '[-87, -68]', '[9.0]']
['12:55:17.388', '0.1', '[32, 47]', '[25, -68]', '[9.0]']
['12:55:17.587', '0.1', '[32, 78]', '[25, -68]', '[9.0]']
['12:55:17.791', '0.1', '[32, 78]', '[25, 39]', '[9.0]']
['12:55:17.996', '0.1', '[32, 78]', '[25, 39]', '[69.0]']
['12:55:26.209', '0.7', '[32, 78]', '[25, 39]', '[69.0]']
['12:55:26.435', '0.7', '[16, 78]', '[25, 39]', '[69.0]']
['12:55:26.614', '0.7', '[16, 78]', '[-71, 39]', '[69.0]']
['12:55:26.818', '0.7', '[16, 62]', '[-71, 39]', '[69.0]']
['12:55:27.034', '0.7', '[16, 62]', '[-71, 38]', '[69.0]']
['12:55:27.233', '0.7', '[16, 62]', '[-71, 38]', '[-23.0]']
['12:55:35.442', '0.2', '[16, 62]', '[-71, 38]', '[-23.0]']
['12:55:35.656', '0.2', '[32, 62]', '[-71, 38]', '[-23.0]']
['12:55:35.878', '0.2', '[32, 62]', '[74, 38]', '[-23.0]']
['12:55:36.081', '0.2', '[32, 46]', '[74, 38]', '[-23.0]']
['12:55:36.283', '0.2', '[32, 46]', '[74, -8]', '[-23.0]']
['12:55:36.481', '0.2', '[32, 46]', '[74, -8]', '[83.0]']
['12:55:44.677', '0.1', '[32, 46]', '[74, -8]', '[83.0]']
['12:55:45.096', '0.1', '[32, 46]', '[-86, -8]', '[83.0]']
['12:55:45.298', '0.1', '[32, 77]', '[-86, -8]', '[83.0]']
['12:55:45.498', '0.1', '[32, 77]', '[-86, 68]', '[83.0]']
['12:55:45.694', '0.1', '[32, 77]', '[-86, 68]', '[-39.0]']
['12:55:53.917', '0.6', '[32, 77]', '[-86, 68]', '[-39.0]']
['12:55:54.140', '0.6', '[48, 77]', '[-86, 68]', '[-39.0]']
['12:55:54.318', '0.6', '[48, 77]', '[74, 68]', '[-39.0]']
['12:55:54.526', '0.6', '[48, 14]', '[74, 68]', '[-39.0]']
['12:55:54.744', '0.6', '[48, 14]', '[74, 21]', '[-39.0]']
['12:55:54.943', '0.6', '[48, 14]', '[74, 21]', '[8.0]']
['12:56:03.146', '0.4', '[48, 14]', '[74, 21]', '[8.0]']
['12:56:03.349', '0.4', '[0, 14]', '[74, 21]', '[8.0]']
['12:56:03.554', '0.4', '[0, 14]', '[-23, 21]', '[8.0]']
['12:56:03.764', '0.4', '[0, 45]', '[-23, 21]', '[8.0]']
['12:56:03.963', '0.4', '[0, 45]', '[-23, 82]', '[8.0]']
['12:56:04.189', '0.4', '[0, 45]', '[-23, 82]', '[-38.0]']
['12:56:12.376', '0.0', '[0, 45]', '[-23, 82]', '[-38.0]']
['12:56:12.610', '0.0', '[32, 45]', '[-23, 82]', '[-38.0]']
['12:56:13.038', '0.0', '[32, 0]', '[-23, 82]', '[-38.0]']
['12:56:13.215', '0.0', '[32, 0]', '[-23, 20]', '[-38.0]']
['12:56:13.413', '0.0', '[32, 0]', '[-23, 20]', '[69.0]']
['12:56:21.632', '0.9', '[32, 0]', '[-23, 20]', '[69.0]']
['12:56:21.854', '0.9', '[64, 0]', '[-23, 20]', '[69.0]']
['12:56:22.080', '0.9', '[64, 0]', '[-71, 20]', '[69.0]']
['12:56:22.234', '0.9', '[64, 78]', '[-71, 20]', '[69.0]']
['12:56:22.455', '0.9', '[64, 78]', '[-71, 51]', '[69.0]']
['12:56:22.651', '0.9', '[64, 78]', '[-71, 51]', '[8.0]']
['12:56:30.854', '0.6', '[64, 78]', '[-71, 51]', '[8.0]']
['12:56:31.054', '0.6', '[48, 78]', '[-71, 51]', '[8.0]']
['12:56:31.253', '0.6', '[48, 78]', '[-37, 51]', '[8.0]']
['12:56:31.476', '0.6', '[48, 46]', '[-37, 51]', '[8.0]']
['12:56:31.677', '0.6', '[48, 46]', '[-37, -40]', '[8.0]']
['12:56:31.874', '0.6', '[48, 46]', '[-37, -40]', '[-8.0]']
['12:56:40.075', '0.7', '[48, 46]', '[-37, -40]', '[-8.0]']
['12:56:40.278', '0.7', '[16, 46]', '[-37, -40]', '[-8.0]']
