Angles_0,Angles_1,freq,amp_1,amp_2,offset_1,offset_2,phase,Potentials_0,Potentials_1,Speed
-50.33,-64.82,0.9,31,64,-40,-24,84.0,-39.,-40.,4.498155167009343
-81.8,-52.27,0.7,48,48,-59,-39,70.0,-76.,-60.,4.497394342245282
-52.24,-12.47,0.4,47,62,-24,18,-66.0,-43.,0.,4.494265171382227
-4.11,79.27,0.9,16,16,8,39,70.0,-4.,77.,4.491275544854899
-103.31,-21.7,0.3,32,48,-75,-40,-84.0,-86.,-12.,4.489794353579767
-100.9,-103.57,0.6,79,63,-71,-38,87.0,-79.,-89.,4.489456470683136
-44.66,89.68,0.6,48,32,-87,69,7.0,-37.,93.,4.486662129302837
86.23,-128.69,0.7,63,80,87,-84,37.0,95.,-90.,4.486326691691969
-23.24,4.92,0.4,0,76,-8,-64,36.0,-20.,5.,4.48607749442438
38.87,63.93,0.3,80,19,-42,64,-73.0,40.,96.,4.48542825877515
7.46,11.02,0.9,79,1,-71,11,-34.0,45.,12.,4.48350239175791
73.2,-57.56,0.9,32,46,88,-84,-56.0,92.,-39.,4.4821368917327495
53.93,-41.46,0.6,48,63,56,8,82.0,57.,-25.,4.481889991853662
-0.46,56.96,0.5,16,64,71,51,-69.0,7.,109.,4.480286091381976
77.62,3.54,0.9,15,1,8,-10,-54.0,80.,29.,4.478276037007505
-13.93,-108.55,0.6,32,79,39,88,-7.0,0.,-88.,4.477664236119486
-54.44,1.79,0.9,32,33,-27,54,21.0,-46.,1.,4.468497731805318
-83.4,30.56,0.9,80,15,-7,53,-9.0,-86.,33.,4.464212826875791
75.33,28.47,0.1,15,32,-74,42,23.0,92.,37.,4.463655857060589
24.74,-4.51,0.7,16,65,40,28,8.0,61.,37.,4.462733996242831
16.48,17.53,0.8,48,0,11,26,-71.0,32.,18.,4.460945195759807
20.28,98.42,0.9,64,0,7,86,-66.0,39.,92.,4.4608542463149705
33.88,-18.04,0.3,0,63,85,-8,-22.0,31.,-21.,4.4593420574166105
62.31,-37.58,0.0,0,0,56,37,10.0,66.,-38.,4.457529349573438
-91.63,48.11,0.7,47,46,-89,19,-56.0,-75.,62.,4.44699720069309
-71.49,64.18,0.8,15,33,-84,41,-20.0,-71.,58.,4.446993717789976
-43.62,43.18,0.3,48,32,24,70,-70.0,-38.,51.,4.444107436241132
-46.86,-74.6,0.9,0,65,-57,-67,-82.0,-42.,-54.,4.443670817253129
-39.12,-22.11,0.4,64,79,37,35,-39.0,-25.,28.,4.443619322124432
-23.18,-43.08,0.1,15,61,-77,-57,-54.0,-21.,-43.,4.436697680917743
4.66,-5.77,0.9,63,2,89,-9,-39.0,12.,33.,4.436099372349563
-17.7,-97.53,0.7,48,62,23,-35,22.0,25.,-88.,4.435677378079157
-10.26,63.16,0.6,32,14,-27,80,-69.0,-12.,99.,4.430262434142868
-85.57,-12.75,0.5,15,46,-74,35,-49.0,-82.,29.,4.427744301786305
-43.07,-41.56,0.5,32,79,-74,-84,-25.0,-43.,-54.,4.427217313340979
-16.02,-50.04,0.6,32,79,-9,-65,23.0,-19.,-78.,4.424546277952482
136.54,14.97,0.5,80,1,68,20,34.0,97.,19.,4.42361796031932
40.33,53.08,0.9,16,47,41,10,83.0,61.,51.,4.42291970971236
-67.98,97.46,0.9,32,31,-74,71,-85.0,-53.,91.,4.416997674450393
96.92,30.9,0.4,80,15,26,37,-83.0,94.,27.,4.414638465993424
-32.26,18.48,0.7,47,46,-89,19,-56.0,-5.,23.,4.414141346567249
-6.98,57.24,0.6,64,82,-90,-86,64.0,-9.,51.,4.399757195861433
-39.93,-149.39,0.3,32,77,-23,-83,9.0,2.,-51.,4.399610928279181
-12.21,-16.82,0.7,0,47,-7,-20,53.0,-9.,-1.,4.399522290297727
-114.03,34.04,0.7,47,46,-89,19,-56.0,-87.,48.,4.397585282927
48.84,-36.28,0.4,32,61,85,-57,-69.0,56.,-23.,4.396347107031298
-53.77,-114.44,0.8,32,78,28,-71,37.0,-44.,-89.,4.393481949316773
29.5,39.9,0.2,80,47,-24,55,-55.0,52.,70.,4.3927243465458
-7.07,-10.52,0.3,0,63,-11,87,10.0,0.,-1.,4.39228169381254
76.94,-44.83,0.7,32,15,56,-65,37.0,81.,-37.,4.390954663177896
-61.08,-112.25,0.9,0,64,-58,-50,69.0,-56.,-90.,4.3899867947270215
-21.32,-69.31,0.5,0,46,-21,-39,21.0,-17.,-76.,4.388743209379986
-21.32,65.22,0.6,32,47,-25,18,71.0,-24.,59.,4.387176121109055
-36.27,-0.76,0.4,48,48,-87,-21,-80.0,-29.,-5.,4.385689340063797
-84.86,-102.24,0.7,0,49,-88,-48,82.0,-81.,-89.,4.385561707495628
-26.86,16.7,0.5,48,50,-10,-28,50.0,-29.,10.,4.385525567250163
73.98,63.85,0.6,64,2,23,74,68.0,117.,67.,4.385049495570805
-22.39,-24.1,0.2,64,48,-8,-68,10.0,-11.,27.,4.384261442184255
-27.8,35.93,0.7,16,45,-28,-57,-69.0,-25.,29.,4.38238559248524
-34.01,15.34,0.3,64,17,36,19,-85.0,-26.,22.,4.380025117559
-10.6,1.31,0.5,0,79,-7,-7,-69.0,-6.,-9.,4.379758583927518
-162.45,-60.,0.5,80,0,-86,-56,6.0,130.,-56.,4.378509878686435
-50.64,53.68,0.4,80,16,-71,53,70.0,-50.,61.,4.377695066184319
61.77,-18.24,0.0,64,0,-40,-80,22.0,73.,-8.,4.376952126263656
85.77,-44.33,0.9,16,78,75,-55,53.0,91.,11.,4.373511855473561
-89.1,-145.59,0.8,32,65,-57,-81,-8.0,-83.,-50.,4.371166479023732
-63.7,-10.85,0.1,31,47,-40,6,-85.0,-58.,-3.,4.370161509721797
4.47,-11.49,0.9,64,31,-75,-56,56.0,4.,1.,4.369976535693898
-93.36,-95.41,0.3,16,78,-84,-25,84.0,-86.,-87.,4.369546794097516
-30.89,-72.25,0.6,16,0,-52,-71,-37.0,-20.,-70.,4.366802141414015
-7.26,-58.88,0.4,0,79,7,-70,67.0,-5.,-35.,4.366734921622202
39.09,61.92,0.5,80,34,-11,51,35.0,30.,56.,4.356987669612645
-17.77,-83.53,0.8,48,0,11,26,-71.0,1.,-79.,4.352007756817023
24.85,-48.68,0.9,15,48,27,-35,56.0,33.,-32.,4.350475657436674
-69.86,-72.54,0.4,80,65,-10,-18,7.0,-74.,-78.,4.343017192340031
-0.84,41.55,0.9,64,2,-75,54,55.0,0.,43.,4.341889137802966
112.31,-45.96,0.3,79,33,39,-71,-80.0,95.,-49.,4.341484592585761
-52.73,94.5,0.2,79,32,-86,70,-70.0,-41.,91.,4.339501847957592
30.26,3.4,0.8,15,47,42,54,83.0,39.,6.,4.336496964785212
50.2,29.76,0.5,31,17,55,51,88.0,61.,34.,4.335778411285436
-19.9,6.12,0.3,48,33,7,41,-8.0,22.,45.,4.334001457522052
-35.15,55.36,0.4,79,64,-8,65,-23.0,-19.,67.,4.330870499839476
3.74,-3.63,0.5,80,15,-56,10,65.0,21.,4.,4.328660213046161
-75.19,7.95,0.7,16,62,-71,38,-23.0,-78.,-7.,4.328311990266351
-79.86,-18.84,0.2,32,16,41,40,38.0,-51.,-28.,4.327867493787818
-10.43,-22.01,0.6,64,16,-11,-39,83.0,-18.,-19.,4.324316517001492
-6.21,-32.,0.4,47,62,-24,18,-66.0,-9.,-37.,4.322742621088487
25.04,-30.26,0.4,16,64,57,-83,-83.0,64.,19.,4.321744652997752
-27.95,40.84,0.9,16,32,-89,-6,70.0,-26.,76.,4.321681316124131
-3.29,-88.53,0.6,79,63,40,-34,22.0,14.,-73.,4.317940965402125
59.27,6.33,0.8,31,77,44,-55,85.0,83.,50.,4.314736837956604
102.9,-32.01,0.9,48,64,88,-81,-22.0,95.,-43.,4.313705756368436
86.46,2.6,0.4,79,79,72,38,-37.0,77.,-6.,4.30764930265131
-75.59,-53.98,0.7,0,1,-57,-40,52.0,-72.,-52.,4.307147459870908
-0.2,16.72,0.4,64,47,42,86,54.0,10.,22.,4.304779385920543
-64.7,61.58,0.6,48,32,-87,69,7.0,-47.,72.,4.304371468270437
110.13,11.75,0.8,31,46,87,-11,27.0,121.,53.,4.303128506317863
72.83,60.21,0.3,47,47,71,18,-73.0,94.,60.,4.301245623556993
-36.33,9.39,0.6,63,47,-56,4,-8.0,-46.,-1.,4.296916116567936
56.32,-8.92,0.7,64,1,85,82,65.0,47.,20.,4.296410648525171
50.39,37.71,0.8,80,48,-29,81,-26.0,43.,25.,4.294911584549237
13.83,85.26,0.4,80,79,-56,71,-52.0,12.,105.,4.294760636226169
-103.43,-27.16,0.3,32,48,-75,-40,-84.0,-86.,20.,4.292984293856266
-20.1,80.2,0.4,63,79,7,18,80.0,-23.,72.,4.287259000059795
-77.93,29.77,0.6,16,16,-71,53,70.0,-69.,34.,4.284432108235223
33.07,-32.34,0.5,32,63,72,-24,50.0,34.,-41.,4.284286014692276
-87.52,-15.59,0.3,80,31,-25,-21,-70.0,-76.,-7.,4.281866385532742
-24.82,-49.7,0.2,63,79,40,6,-36.0,-18.,-39.,4.280370665596036
-54.49,49.11,0.3,47,47,-85,51,-85.0,-40.,46.,4.280011022623413
-78.18,65.25,0.6,64,32,-56,37,66.0,-85.,58.,4.278441121084832
66.66,-25.,0.9,48,18,23,-38,22.0,62.,-23.,4.278278948628878
-50.87,61.77,0.4,32,14,-27,80,-69.0,-53.,66.,4.278260902775134
-66.43,6.27,0.9,48,61,-72,-22,54.0,-53.,20.,4.276933645083954
-75.76,-2.02,0.4,64,1,-24,-51,-84.0,-73.,5.,4.27606162806403
5.2,-54.77,0.5,64,63,-39,-66,-40.0,2.,-67.,4.269999187033672
-77.06,-42.29,0.8,64,16,-11,-39,83.0,-71.,-43.,4.269994232469762
-79.26,-99.71,0.8,64,16,-57,-80,-83.0,-86.,-87.,4.267097617286175
-19.02,-5.32,0.5,0,79,-7,-7,-69.0,-16.,24.,4.262887648251158
82.59,-56.47,0.7,32,15,56,-65,37.0,87.,-50.,4.262373197810983
23.77,6.56,0.9,15,48,27,-35,56.0,20.,-1.,4.260824428366603
33.11,71.05,0.6,32,79,39,88,-7.0,76.,122.,4.259970619386963
-1.43,5.42,0.1,64,63,8,-9,-24.0,8.,13.,4.257033626676456
12.56,-7.2,0.5,64,48,-11,-86,-84.0,24.,-8.,4.255832403895296
-23.39,-62.15,0.5,16,76,-28,81,23.0,-13.,-58.,4.254831649218915
34.87,41.98,0.5,64,1,88,56,-82.0,55.,43.,4.254445866479765
17.33,28.65,0.6,64,2,23,74,68.0,32.,32.,4.254287574515203
28.05,55.99,0.7,16,78,24,-36,21.0,28.,50.,4.252246414387519
-81.2,-69.2,0.3,80,1,-10,-67,39.0,-70.,-65.,4.24976308371899
97.62,56.79,0.4,64,0,56,79,4.0,97.,62.,4.249651726505404
-83.51,-8.12,0.2,79,17,-90,-10,-86.0,-71.,-5.,4.246037883163671
-11.76,-7.79,0.5,64,46,87,27,-66.0,-4.,4.,4.241885111647124
60.48,-69.31,0.1,16,33,8,-81,38.0,57.,-85.,4.240120752807861
-30.62,-36.55,0.5,47,63,72,49,-54.0,-7.,3.,4.238635250535925
-4.55,-1.84,0.1,48,46,90,-39,21.0,-5.,4.,4.235454205079771
-80.22,-7.05,0.4,15,16,-85,-7,-23.0,-56.,24.,4.234566401634329
-22.1,37.66,0.7,48,32,-74,47,79.0,-16.,52.,4.232291011082235
-30.31,49.6,0.3,48,32,24,70,-70.0,-25.,58.,4.231840203784713
75.13,24.25,0.5,64,48,58,5,-11.0,126.,35.,4.229092894308945
-93.,-27.91,0.8,0,79,-90,-85,-85.0,-86.,28.,4.227170565414511
-57.01,3.84,0.6,16,1,-75,-82,-67.0,-17.,39.,4.226177723589251
-11.98,-144.8,0.8,32,78,28,-71,37.0,27.,-52.,4.226060182707604
103.77,-118.06,0.8,47,63,88,-83,-55.0,126.,-1.,4.223998170077772
-104.22,46.97,0.8,64,32,-74,54,-23.0,-86.,54.,4.217058437183521
-90.63,-79.35,0.5,64,63,-39,-66,-40.0,-51.,-31.,4.214793411359176
25.52,-18.96,0.7,16,65,40,28,8.0,32.,-3.,4.21391959030356
-3.04,-134.74,0.9,63,2,-41,-83,37.0,24.,-89.,4.2100054589888725
88.04,74.02,0.7,64,1,85,82,65.0,73.,75.,4.2064796475190045
56.76,61.84,0.5,80,17,73,84,-38.0,44.,58.,4.206413695637492
107.68,-62.88,0.4,79,63,56,-74,33.0,97.,-48.,4.203987902603606
-30.2,-80.03,0.6,48,32,-25,-79,-6.0,-14.,-69.,4.200568321265886
113.83,-45.75,0.7,79,17,56,-58,83.0,94.,-37.,4.2004446484640825
-96.05,-1.01,0.8,15,33,-84,41,-20.0,-54.,32.,4.197923831108056
108.25,-27.3,0.7,64,33,85,-52,-35.0,96.,-20.,4.197283180393305
-74.2,-53.1,0.7,0,48,-72,-7,69.0,-71.,-52.,4.1966393963705375
58.44,-44.94,0.6,47,31,73,-70,-69.0,81.,-5.,4.194107086317516
-14.72,40.52,0.4,48,32,-25,32,48.0,-7.,53.,4.193930455110634
31.23,84.05,0.2,0,79,7,-19,-7.0,32.,74.,4.192742683437584
-37.5,-74.12,0.9,32,0,-20,-70,-21.0,-21.,-72.,4.189574133582685
104.21,-48.91,0.4,32,48,86,-86,-42.0,125.,-50.,4.185948385039113
-19.74,-26.84,0.5,32,16,71,-89,5.0,-19.,16.,4.184167893907187
-10.97,-66.26,0.4,47,79,12,-56,-20.0,2.,-48.,4.171933329646254
-79.18,-22.19,0.6,15,64,-86,19,-56.0,-82.,-30.,4.168291801938533
64.23,126.88,0.3,64,47,42,86,54.0,58.,93.,4.167341986039912
-54.52,-41.42,0.6,32,79,-39,53,39.0,-44.,-32.,4.166270329884104
77.01,14.32,0.2,79,63,41,-54,-9.0,76.,9.,4.160081960711763
-54.35,7.87,0.4,64,32,-74,54,-23.0,-63.,1.,4.159402064198964
-72.43,-1.7,0.3,16,31,-41,81,11.0,-76.,-8.,4.153643888294682
-84.67,-91.72,0.3,16,78,-84,-25,84.0,-80.,-83.,4.150340429156451
94.8,49.8,0.6,64,50,57,20,-7.0,96.,93.,4.14678197655896
-76.86,46.68,0.2,32,1,-85,79,-83.0,-31.,80.,4.145743222477003
-10.68,137.7,0.5,16,76,-28,81,23.0,-9.,94.,4.144060170909805
26.86,-40.12,0.8,32,30,-13,-41,-70.0,24.,-49.,4.142686830486369
-14.72,0.54,0.4,48,48,72,-37,85.0,-12.,8.,4.139891201907411
97.42,-35.4,0.7,79,17,56,-58,83.0,94.,-27.,4.139461250087932
-93.34,4.13,0.9,64,78,-40,48,-30.0,-51.,60.,4.138867951628435
64.88,31.6,0.3,63,63,6,-11,-27.0,67.,26.,4.13756279180252
74.32,17.96,0.8,48,31,56,60,20.0,91.,44.,4.137121314935997
-35.05,54.04,0.8,16,33,-58,38,84.0,-33.,67.,4.135131511149704
91.96,-26.36,0.5,32,63,72,-24,50.0,96.,23.,4.132332508686858
58.46,57.,0.7,64,1,85,82,65.0,47.,57.,4.131561495198665
-8.39,-100.53,0.1,0,45,9,-67,80.0,-1.,-87.,4.1300145888397495
66.67,-12.38,0.8,31,46,87,-11,27.0,62.,-21.,4.129957766721647
61.08,35.29,0.9,63,2,89,-9,-39.0,59.,41.,4.129665370974449
-79.48,20.,0.4,48,32,-25,32,48.0,-78.,15.,4.129386112093548
22.48,-28.8,0.6,64,0,-11,-23,-22.0,36.,-27.,4.129126391144122
15.68,-11.28,0.5,80,2,-89,-49,36.0,8.,-8.,4.128930841896492
2.39,-26.74,0.2,16,14,5,-26,-69.0,7.,-27.,4.128063475752293
113.14,26.47,0.9,64,0,76,52,-24.0,123.,58.,4.12655366128484
-108.61,-61.91,0.7,48,48,-59,-39,70.0,-85.,-73.,4.126008354848157
47.34,4.74,0.7,16,15,75,36,-38.0,45.,2.,4.125539404798573
-1.96,-0.97,0.8,16,62,8,71,-55.0,3.,49.,4.119584248414274
27.95,-28.,0.6,16,63,36,23,22.0,37.,25.,4.113558049873939
31.29,-10.01,0.1,64,63,8,-9,-24.0,31.,-12.,4.1103938522937264
109.36,-49.85,0.6,47,31,73,-70,-69.0,94.,-52.,4.110197751656209
-140.57,-60.13,0.4,80,0,-86,-56,6.0,-86.,-56.,4.103765889788111
72.51,70.48,0.6,64,2,23,74,68.0,65.,72.,4.103049239453486
-23.68,-145.31,0.5,64,79,22,-81,-70.0,-17.,-47.,4.102598833702443
-35.04,-62.45,0.7,32,61,-8,-37,66.0,-1.,-46.,4.101692979034263
-23.84,-86.39,0.6,47,31,73,-70,-69.0,-15.,-75.,4.098080130469744
47.77,-26.21,0.8,32,0,86,-36,-71.0,59.,-24.,4.09733586084949
58.16,-80.94,0.7,64,46,74,-54,23.0,84.,-36.,4.095920794059003
-41.46,92.66,0.1,80,78,6,68,22.0,-45.,88.,4.0952560521273575
-24.08,-38.63,0.8,32,78,7,17,81.0,22.,-26.,4.093893674785322
-19.83,39.48,0.1,80,47,-22,54,23.0,-21.,35.,4.09285492735668
89.09,25.33,0.6,31,32,71,-40,-36.0,93.,60.,4.090662677557484
-52.94,-69.82,0.9,47,1,-9,-74,-55.0,-48.,-65.,4.0901280078650055
7.11,38.47,0.4,79,31,-9,50,-65.0,25.,40.,4.089415800032473
-15.78,-17.37,0.8,32,49,23,-80,24.0,-14.,-30.,4.089064653284043
-42.39,-62.38,0.3,31,62,-72,-55,69.0,-6.,-16.,4.08711395147056
-10.63,47.01,0.5,79,17,-76,85,72.0,-18.,45.,4.086156958790339
34.58,6.53,0.4,48,78,26,-70,-83.0,46.,16.,4.085531163768728
-20.45,-16.36,0.6,32,47,9,23,-82.0,-20.,-4.,4.083604050097044
-8.98,137.11,0.7,16,79,-26,65,37.0,-6.,94.,4.082828791232332
-41.94,-22.24,0.0,15,47,-72,7,82.0,-36.,-15.,4.080312117939303
132.87,28.22,0.2,80,65,55,-18,-40.0,95.,24.,4.079069247475075
-54.56,60.54,0.7,32,16,-83,55,-39.0,-49.,57.,4.072453944497186
91.01,65.24,0.4,64,79,37,35,-39.0,91.,53.,4.068410158424309
11.55,-7.33,0.3,63,47,-21,35,86.0,21.,2.,4.066147319544331
-45.29,3.09,0.5,16,64,-39,54,38.0,-38.,11.,4.065860812925498
-35.83,-139.16,0.3,47,79,12,-56,-20.0,-32.,-88.,4.0654742871708045
40.36,79.16,0.8,0,79,39,10,-21.0,45.,67.,4.0627284794697465
-0.06,-22.33,0.5,48,17,-58,-35,69.0,0.,-17.,4.062239789788479
95.29,70.49,0.4,47,33,56,49,-9.0,94.,104.,4.061895349043505
33.11,15.47,0.7,16,18,87,-49,67.0,61.,26.,4.058450880505204
-11.48,50.1,0.8,32,48,-88,-5,10.0,-10.,41.,4.051613899804126
6.6,53.03,0.8,32,13,5,-86,23.0,11.,73.,4.050461831867136
34.95,-37.48,0.4,48,62,23,-35,22.0,47.,-23.,4.049207080633545
119.67,4.64,0.0,80,62,56,-5,-55.0,94.,2.,4.046131543319391
-18.93,81.04,0.8,79,0,55,85,72.0,-21.,84.,4.045921544068017
84.38,59.11,0.2,47,18,39,66,-23.0,92.,58.,4.044001021613337
-52.47,82.21,0.2,64,63,-72,69,70.0,-25.,106.,4.040958045128918
-13.91,-59.26,0.4,0,76,-8,-64,36.0,-10.,-42.,4.038530919525707
-6.59,26.03,0.6,79,1,8,87,-69.0,-14.,23.,4.038118786653137
7.1,-74.03,0.9,32,0,-20,-70,-21.0,7.,-72.,4.037747932066659
-46.66,78.01,0.6,48,79,-10,35,-84.0,-32.,127.,4.037230714990904
-90.87,-25.64,0.8,0,79,-90,-85,-85.0,-86.,-45.,4.033259358893867
-72.51,-84.66,0.9,31,64,-40,-24,84.0,-62.,-89.,4.029235067674374
43.64,-20.76,0.9,16,16,24,-41,-39.0,50.,-20.,4.026431871021815
3.48,-28.42,0.9,48,46,8,81,-23.0,-10.,3.,4.025990673410153
-87.22,-32.61,0.5,80,32,11,-57,-8.0,-55.,7.,4.019347731184123
-27.17,-76.01,0.5,48,61,20,-25,54.0,-20.,-42.,4.01488866663428
-108.44,-28.22,0.1,32,0,-56,68,-71.0,-86.,-30.,4.013676908170471
-131.92,-67.38,0.9,64,45,-75,-21,20.0,-88.,-58.,4.011303176624014
-90.49,36.71,0.6,80,79,-23,39,-54.0,-81.,50.,4.008654970964798
76.28,84.36,0.5,16,64,36,6,-42.0,75.,79.,4.008161736865128
-80.42,17.07,0.7,16,78,24,55,-55.0,-85.,23.,4.007977447467206
-1.,-85.62,0.0,48,79,7,-57,51.0,3.,-82.,4.003698100792111
43.59,10.04,0.4,79,16,36,-11,5.0,32.,10.,4.003423703192194
-67.41,71.75,0.6,0,63,-74,67,-56.0,-25.,58.,4.000861453197128
67.69,71.4,0.3,16,47,89,54,9.0,73.,75.,3.999313049129885
-14.62,-27.92,0.5,64,1,-69,-22,-7.0,-6.,-25.,3.999026524476884
20.35,-48.64,0.6,16,63,36,23,22.0,28.,-47.,3.995871120603752
-83.82,1.76,0.6,64,32,-56,37,66.0,-59.,5.,3.9929447506624265
-43.55,-22.64,0.9,31,66,-56,-10,84.0,-41.,24.,3.992834276072005
-11.45,72.01,0.6,32,14,-27,80,-69.0,1.,68.,3.9907296765519686
6.47,100.68,0.3,64,62,-58,53,-51.0,12.,91.,3.9886172108899793
-13.02,24.67,0.1,0,48,-60,-41,-39.0,30.,33.,3.987736048004884
134.54,-21.83,0.7,64,33,85,-52,-35.0,96.,-20.,3.984362739863276
73.86,18.1,0.8,63,1,82,-72,5.0,120.,36.,3.9820421196402815
27.47,-22.78,0.2,79,48,-38,5,-11.0,24.,-27.,3.981596140522566
98.16,5.86,0.8,16,14,83,35,53.0,93.,49.,3.980437169823928
-76.63,-2.77,0.2,79,78,-7,66,37.0,-74.,-6.,3.979216879194069
-89.58,-11.71,0.8,64,48,-35,5,-53.0,-45.,27.,3.974605723090014
-21.23,73.91,0.4,64,32,-74,54,-23.0,18.,108.,3.973470171821129
-87.11,-36.28,0.6,63,47,-40,21,7.0,-85.,-38.,3.973158586748922
-57.07,-59.09,0.9,79,1,10,-54,67.0,-41.,-55.,3.9722987461322568
18.59,-50.72,0.2,48,32,-73,-79,-6.0,23.,-13.,3.971592268818856
36.88,-52.06,0.8,0,79,39,10,-21.0,41.,-31.,3.968962993913115
2.64,-63.8,0.9,79,1,-37,-80,42.0,50.,-59.,3.966798030547276
17.73,43.01,0.9,64,0,76,52,-24.0,13.,42.,3.964981858406532
-56.32,26.2,0.3,15,80,-57,-85,-69.0,-54.,52.,3.964908539385564
-29.61,33.31,0.7,48,1,-75,39,86.0,-23.,37.,3.962911194203156
97.27,-21.85,0.6,32,47,73,-11,-71.0,94.,-29.,3.9623984034831454
29.8,-41.17,0.3,80,32,-39,-54,-85.0,37.,-42.,3.9598534634764486
56.65,62.72,0.5,31,17,55,51,88.0,53.,63.,3.9592532609265554
118.5,-31.54,0.5,80,49,69,6,-86.0,95.,3.,3.956623451728278
77.45,64.35,0.8,48,31,56,60,20.0,70.,59.,3.954309052578337
-91.45,-82.98,0.9,80,1,-24,-80,39.0,-67.,-79.,3.952247282282285
69.23,30.34,0.5,32,15,56,-6,-9.0,69.,67.,3.948023047420196
-95.94,14.43,0.8,48,32,-39,-28,37.0,-86.,43.,3.947350837747313
-2.22,5.88,0.8,32,47,-41,-21,69.0,0.,17.,3.943265922476231
118.64,70.97,0.3,80,0,71,78,-88.0,98.,73.,3.942022551332713
46.87,-7.97,0.1,16,46,11,-39,-23.0,54.,0.,3.9348268563934816
-89.74,14.87,0.6,31,3,-56,20,84.0,-82.,16.,3.933119545802696
23.45,19.64,0.4,48,31,5,73,-81.0,36.,55.,3.931903388152428
-12.9,-32.05,0.5,0,79,-7,-7,-69.0,-9.,-8.,3.931503751633733
-88.38,-61.51,0.5,64,63,-39,-66,-40.0,-74.,-45.,3.9304977228006974
42.12,-65.4,0.2,32,48,-11,-86,-84.0,52.,-74.,3.929224695565253
-72.28,-70.73,0.5,31,65,-90,51,-23.0,-70.,-67.,3.9180501220689066
-76.02,34.34,0.0,47,17,-35,25,-66.0,-68.,38.,3.9171112153230543
-2.84,-25.55,0.6,79,48,56,85,-68.0,-12.,-22.,3.916960878401039
96.48,92.54,0.5,63,79,67,50,-11.0,96.,93.,3.9120377869369456
-48.62,-120.36,0.4,79,63,-40,-89,48.0,-31.,-88.,3.9036759454568353
-10.54,71.22,0.6,0,63,-88,79,22.0,30.,119.,3.902752603442416
128.74,-55.21,0.5,79,17,56,-58,83.0,95.,-46.,3.899477537271638
-41.14,-60.49,0.7,32,61,-8,-37,66.0,-34.,-76.,3.898852036288984
-23.87,-60.06,0.6,80,47,27,-85,69.0,-33.,-70.,3.8980531753040335
-49.,5.21,0.3,64,47,-73,9,-12.0,-34.,11.,3.897537296051635
-18.4,28.,0.7,48,1,-75,39,86.0,-12.,33.,3.896483702841496
-16.12,27.37,0.1,63,16,23,18,-88.0,28.,31.,3.896118551929757
-106.45,-12.74,0.3,79,48,-42,7,37.0,-86.,-16.,3.895914043601547
-5.67,54.26,0.1,16,79,7,-23,-23.0,-1.,65.,3.894125479301863
39.95,-27.28,0.8,32,62,54,-18,-5.0,35.,-42.,3.889727996175593
-73.23,110.14,0.9,0,78,-73,37,20.0,-69.,94.,3.8883301778378856
99.,-7.68,0.8,47,47,71,18,-73.0,92.,-16.,3.88489360476098
-72.21,64.68,0.3,0,16,-51,55,-39.0,-60.,64.,3.8807455382891582
-31.03,21.5,0.1,0,63,-86,83,-24.0,-24.,28.,3.879728650333842
32.36,25.24,0.3,16,80,56,28,21.0,34.,22.,3.875386696081741
-32.06,-4.41,0.2,32,62,-24,10,65.0,-17.,3.,3.871407072033837
-59.13,-63.23,0.7,80,1,70,-20,69.0,-50.,-63.,3.867693932180171
-84.57,-16.44,0.3,79,0,56,-72,88.0,-82.,-9.,3.8651755514313297
19.54,-83.72,0.4,48,45,68,-25,38.0,28.,-80.,3.864632010947314
70.13,-38.99,0.4,79,16,26,-41,-55.0,90.,-39.,3.861936782295268
-106.82,-60.46,0.7,79,16,-56,-40,-24.0,-87.,-57.,3.8612197430934314
-13.93,4.69,0.5,48,78,7,85,86.0,-4.,5.,3.858847335564191
32.76,12.02,0.8,16,78,36,26,20.0,42.,57.,3.847965773963755
110.77,28.5,0.1,79,48,40,3,52.0,95.,34.,3.841560736153805
11.09,-32.65,0.2,47,46,-25,-87,27.0,19.,-22.,3.841033332600564
93.54,-56.29,0.3,0,17,56,-37,-82.0,95.,-61.,3.8398944987270216
32.35,-40.52,0.1,80,0,-55,41,52.0,45.,0.,3.8372329106086176
45.84,84.94,0.5,80,17,73,84,-38.0,80.,119.,3.8349623169373994
-79.99,11.27,0.3,64,1,-90,53,-39.0,-86.,8.,3.8323746006153496
-12.31,4.47,0.3,64,47,23,40,10.0,-1.,11.,3.8303402135825
-112.48,-29.6,0.6,0,48,-42,7,37.0,-86.,-32.,3.830093241757552
-99.78,17.72,0.4,48,48,-87,-21,-80.0,-85.,21.,3.829810743501595
-82.94,-34.16,0.4,80,65,56,89,-85.0,-80.,-23.,3.828248179816665
1.46,16.72,0.4,48,47,6,71,52.0,11.,24.,3.8243088972567447
63.93,2.48,0.6,80,32,-22,34,8.0,109.,34.,3.82351719238136
75.03,84.02,0.6,80,47,58,51,55.0,81.,114.,3.822228916943997
28.92,33.91,0.5,31,0,-27,34,-79.0,42.,35.,3.821736519185211
-30.67,-32.37,0.7,32,2,-55,-40,-83.0,-18.,-30.,3.817465420948638
46.66,-10.24,0.8,79,1,24,86,-8.0,60.,-10.,3.8173542379352794
-16.17,-19.88,0.9,47,16,-9,18,-28.0,-22.,-20.,3.8163686782204618
-21.46,-17.28,0.7,32,15,-26,-56,-53.0,21.,-14.,3.814958904946669
