Time,Speed (cm/s)
09:21:05.000,0.8883420601576562
09:21:15.000,0.0
09:21:25.000,0.0
09:21:35.000,0.0
09:21:45.000,0.0
09:21:55.000,0.0
09:22:05.000,0.0
09:22:15.000,0.05421865187466791
09:22:25.000,0.3899114942171567
09:22:35.000,0.6118398715165267
09:22:45.000,0.5164069244652146
09:22:55.000,0.19000860773795608
09:23:05.000,0.5197096853000723
09:23:15.000,0.7922417767315523
09:23:25.000,0.5871668331302042
09:23:35.000,0.5976541239384039
09:23:45.000,0.3127379866151341
09:23:55.000,0.15467136434300144
09:24:05.000,0.14584264193000046
09:24:15.000,0.13106565418829969
09:24:25.000,0.20365728725308274
09:24:35.000,0.1588785311317755
09:24:45.000,0.6066138030956109
09:24:55.000,0.6383241559365999
09:25:05.000,0.30972867814073796
09:25:15.000,0.30855601342826017
09:25:25.000,0.42447963297824814
09:25:35.000,0.6248059877161987
09:25:45.000,0.5210272068889678
09:25:55.000,0.5209173713258071
09:26:05.000,0.6064019098351587
09:26:15.000,0.4637850357697709
09:26:25.000,0.10519130356857284
09:26:35.000,0.14884486491708465
09:26:45.000,0.05155213836762394
09:26:55.000,0.4553141433981733
09:27:05.000,1.1400126171842788
09:27:15.000,0.8221048192696798
09:27:27.000,3.9839603192703077
09:27:37.000,1.1183522126406338
09:27:47.000,1.015325499156611
09:27:57.000,0.8086843042495868
09:28:07.000,0.1957336420147352
09:28:17.000,0.25930599471986204
09:28:27.000,0.5204671352935043
09:28:37.000,0.5432018495874034
09:28:47.000,0.4952333664650975
09:28:58.000,3.871674892304118
09:29:08.000,0.14506061605563336
09:29:18.000,0.09629281371295384
09:29:28.000,0.873885094463943
09:29:38.000,1.2314879271328434
09:29:48.000,0.47156056758148396
09:29:58.000,0.5550153305948246
09:30:08.000,0.5612127305670938
09:30:18.000,4.5226390595151305
09:30:28.000,0.9644515463111442
09:30:38.000,0.2923348082553195
09:30:48.000,0.6136556777243336
09:30:58.000,0.3756101744842124
09:31:08.000,0.4708330440520847
09:31:18.000,0.6616260424697877
09:31:28.000,0.1030107569888623
09:31:38.000,0.20378423592674216
09:31:48.000,0.2382729161159503
09:31:58.000,1.2338213904979436
09:32:08.000,0.833795701336512
09:32:18.000,0.5609064341207155
09:32:28.000,0.3199481455258263
09:32:38.000,0.19292913818300905
09:32:48.000,0.6414816193181808
09:32:58.000,0.6055998666610884
09:33:08.000,0.24164186031278778
09:33:18.000,0.32679759742708303
09:33:28.000,0.7949331634048469
09:33:38.000,0.9375513601280507
09:33:48.000,0.5157303259112724
09:33:58.000,0.5775519175707728
09:34:08.000,0.07286951469538888
09:34:18.000,0.1946808685380969
09:34:28.000,1.2255667824305072
09:34:38.000,0.7308992062081896
09:34:48.000,0.7523247825319915
09:34:58.000,0.984842538829962
09:35:08.000,1.1555956831257186
09:35:18.000,0.8492691839868424
09:35:28.000,0.6786521658786477
09:35:38.000,0.8342860850415925
09:35:48.000,0.40736137247114557
09:35:58.000,0.17027682158909718
09:36:08.000,0.678184464101546
09:36:18.000,0.5617711875745902
09:36:28.000,0.7415994259196707
09:36:38.000,0.9007927880745363
09:36:48.000,0.8453275116831823
09:36:58.000,0.7453975604503676
09:37:08.000,5.340127090238849
09:37:18.000,0.432507960883707
09:37:28.000,0.2580996278391208
09:37:38.000,0.2949419707947368
09:37:48.000,0.4103972958797435
09:37:58.000,0.3538604691165711
09:38:08.000,1.031030472728193
09:38:18.000,1.4022692758277935
09:38:28.000,0.8943398966603635
09:38:38.000,0.21311333671072863
09:38:49.000,2.7023390490010337
09:38:59.000,0.7757425037413102
09:39:09.000,1.0604714954763126
09:39:19.000,1.5841870335916064
09:39:29.000,0.6667095232002016
09:39:39.000,0.5388172080941662
09:39:49.000,0.5581137218091549
09:39:59.000,3.559397106729088
09:40:09.000,0.4834502149146191
09:40:19.000,0.7473270216581729
09:40:29.000,0.5745944735402712
09:40:39.000,0.3844664593999249
09:40:49.000,0.9677520979890519
09:40:59.000,0.959264185558489
09:41:09.000,1.0286652721340095
09:41:19.000,0.8090747389910686
09:41:29.000,0.5935340572595049
09:41:39.000,4.026916053996698
09:41:49.000,0.7504302660936139
09:41:59.000,0.7532491519914902
09:42:09.000,0.6482183821465368
09:42:19.000,0.3745131305006927
09:42:29.000,0.1858844914091799
09:42:39.000,0.18169811099442917
09:42:49.000,0.30360263426790735
09:42:59.000,0.5570893382618467
09:43:09.000,0.7246825945515856
09:43:19.000,1.4296163245284528
09:43:29.000,0.6540986113745462
09:43:39.000,0.4848294467808234
09:43:49.000,1.05722731136247
09:43:59.000,1.0017439302377935
09:44:09.000,0.47004826047886333
09:44:19.000,0.5247342746616349
09:44:29.000,0.7026812492522356
09:44:39.000,0.33933288870099676
09:44:49.000,1.0271908460173926
09:44:59.000,1.0767326441530938
09:45:09.000,0.24084601234669128
09:45:19.000,0.12030733349548907
09:45:29.000,0.13276688513016668
09:45:39.000,0.13885504774664345
09:45:49.000,0.6872573525244026
09:45:59.000,0.2478120978266743
09:46:09.000,0.7491340900559957
09:46:19.000,1.19152126570516
09:46:29.000,1.0317288452308944
09:46:39.000,0.7534629829969788
09:46:49.000,0.5852537985747215
09:46:59.000,0.307996621733047
09:47:09.000,0.28950478638968014
09:47:19.000,0.9106467147813693
09:47:29.000,0.3185484205487841
09:47:39.000,0.32895926862945596
09:47:49.000,0.8133805769811877
09:47:59.000,1.0907497475080372
09:48:09.000,0.808308132580311
09:48:19.000,0.797048574337186
09:48:29.000,0.3695131619413513
09:48:39.000,0.500978390880678
09:48:49.000,3.360972874712425
09:48:59.000,1.4644205208540502
09:49:09.000,0.3112743531910772
09:49:19.000,0.268923743380215
09:49:29.000,0.25876108563607875
09:49:39.000,0.6012910885081759
09:49:49.000,0.49373926954490277
09:49:59.000,0.7279687499387197
09:50:09.000,0.5241222267006002
09:50:19.000,0.71924075549017
09:50:29.000,1.3979199149768489
09:50:39.000,1.020681396060209
09:50:49.000,0.3075100326935827
09:50:59.000,0.2465615459224218
09:51:09.000,1.311642442123897
09:51:19.000,1.5040739026138263
09:51:29.000,0.4481583138387351
09:51:39.000,0.6850338174714408
09:51:49.000,0.9638621254474096
09:51:59.000,0.4758379999169658
09:52:09.000,0.536592394129659
09:52:19.000,5.050665582334976
09:52:29.000,0.20276232675816785
09:52:39.000,0.5661599812515168
09:52:49.000,0.29050878927708107
09:52:59.000,0.7067244646807809
09:53:09.000,0.8260881042421417
09:53:19.000,0.8175088488259643
09:53:29.000,0.5119954762553803
09:53:39.000,0.698870249003062
09:53:49.000,0.6304198552102015
09:53:59.000,1.4710424671214903
09:54:09.000,1.4744463171616649
09:54:19.000,0.4863094071768772
09:54:29.000,0.366566827318827
09:54:39.000,0.5978049700137883
09:54:49.000,1.1836689077287885
09:54:59.000,0.5620818827830808
09:55:09.000,0.36491723180047664
09:55:19.000,0.981509730398376
09:55:29.000,0.9854165468813606
09:55:39.000,0.804612835795304
09:55:49.000,0.532010899151854
09:55:59.000,0.5271341909001979
09:56:09.000,1.0497985874095994
09:56:19.000,7.376481344761653
09:56:29.000,0.45213809240338837
09:56:39.000,0.47359570251024774
09:56:49.000,1.1179158982779702
09:56:59.000,1.524183734962298
09:57:09.000,0.7290715088200971
09:57:19.000,0.4766833302505594
09:57:29.000,0.6164483424639647
09:57:39.000,0.37799800687207297
09:57:49.000,0.40851851452247967
09:57:59.000,0.23109816033554434
09:58:09.000,0.2909930322671019
09:58:19.000,0.4443636224471318
09:58:29.000,6.603518328544905
09:58:39.000,0.08716553870169914
09:58:49.000,0.05141219760621842
09:58:59.000,0.3728864702766914
09:59:09.000,0.41152457612729604
09:59:19.000,0.3801172862507138
09:59:29.000,0.1005871978154419
09:59:39.000,0.4183493356190751
09:59:49.000,0.5041345090373505
09:59:59.000,1.0371372934104628
10:00:09.000,5.248991233510207
10:00:19.000,0.9829633828917538
10:00:29.000,0.46898139255667626
10:00:39.000,0.9047583434130525
10:00:49.000,0.6622977192363577
10:00:59.000,0.5520542437238632
10:01:09.000,0.41873903659714284
10:01:19.000,0.15750101912840542
10:01:29.000,0.4590565845805741
10:01:39.000,0.38488186659311646
10:01:49.000,0.3954691671894187
10:01:59.000,0.8517680900920059
10:02:09.000,0.8902539374181256
10:02:19.000,0.6266642782882792
10:02:29.000,0.3802125399949676
10:02:39.000,0.29038033150150167
10:02:49.000,1.1877220166121467
10:02:59.000,0.6755679100405333
10:03:09.000,0.28244196931937465
10:03:19.000,1.7838405208881531
10:03:29.000,1.0471033612971137
10:03:39.000,0.09391840340938441
10:03:49.000,0.12158341269601214
10:03:59.000,0.7597049883357686
10:04:09.000,0.7069661519229522
10:04:19.000,1.702508433943525
10:04:29.000,1.4018591228097712
10:04:39.000,0.3966648554469161
10:04:49.000,0.23523348380726086
10:04:59.000,0.5100597013619761
10:05:09.000,0.6933644325206688
10:05:19.000,0.37784548571440923
10:05:29.000,0.7723066742453746
10:05:39.000,0.31950842998986984
10:05:49.000,0.5448596836042037
10:05:59.000,0.46352023214881677
10:06:09.000,0.5876353750498023
10:06:19.000,0.4951397633283777
10:06:29.000,0.4317539732200546
10:06:39.000,0.5308237506003952
10:06:49.000,0.5183555616663711
10:06:59.000,0.22359190363190304
10:07:09.000,1.1795430423274524
10:07:19.000,0.34606381296389116
10:07:29.000,0.32902418472988937
10:07:39.000,1.7484707744535934
10:07:49.000,1.2163813645239596
10:07:59.000,1.32582059331671
10:08:09.000,4.80267203471427
10:08:19.000,0.02437748052327142
10:08:29.000,0.21516917854923195
10:08:39.000,0.9320840004894254
10:08:49.000,0.6633688996319246
10:08:59.000,0.6845276509027791
10:09:09.000,0.43042212512319966
10:09:19.000,0.33462232167466677
10:09:29.000,0.38235718529388885
10:09:39.000,0.4339015235324437
10:09:49.000,0.3930321912954874
10:09:59.000,0.8103265960646079
10:10:09.000,1.0523853158760508
10:10:19.000,0.1813468154771474
10:10:29.000,0.4574332287938885
10:10:39.000,0.4848686107731311
10:10:49.000,0.3516698796762202
10:10:59.000,0.16444141716674587
10:11:09.000,0.2535976722197657
10:11:19.000,0.44930747146042516
10:11:29.000,0.517611836583511
