,Snelheid,Omvang1,Positie1,Omvang2,Positie2,Relatie,Speed
92,1.0,60.0,45.0,30.0,-75.0,-15.0,1.609446608760572
93,1.0,60.0,60.0,30.0,75.0,-60.0,3.671171985693969
94,1.0,75.0,-90.0,60.0,-90.0,-90.0,1.9783983070415914
95,1.0,75.0,15.0,15.0,-15.0,-45.0,1.1621812148591228
96,1.0,75.0,45.0,15.0,-60.0,45.0,1.4230155118684675
97,1.0,75.0,60.0,60.0,-30.0,60.0,3.329512312568074
98,1.0,75.0,75.0,15.0,-90.0,60.0,0.8503587145376368
99,2.0,0.0,-75.0,15.0,-75.0,45.0,0.9036001021835783
100,2.0,0.0,-75.0,60.0,15.0,-90.0,1.4785235047237029
101,2.0,0.0,-45.0,0.0,75.0,30.0,0.9444440300262528
102,2.0,0.0,0.0,75.0,-30.0,-15.0,2.0221121931816146
103,2.0,0.0,30.0,0.0,45.0,-15.0,1.4125771529617719
104,2.0,0.0,30.0,75.0,-45.0,15.0,1.5888488282319817
105,2.0,0.0,45.0,0.0,-75.0,75.0,1.3866523997349722
106,2.0,0.0,60.0,15.0,-30.0,30.0,1.544474271587816
107,2.0,15.0,-90.0,15.0,15.0,-90.0,2.1776336205934905
108,2.0,15.0,-60.0,15.0,-45.0,60.0,2.6668975123134357
109,2.0,15.0,-60.0,30.0,-15.0,0.0,1.8076232774896088
110,2.0,15.0,-60.0,45.0,30.0,75.0,1.4695769231259281
111,2.0,15.0,-30.0,45.0,15.0,75.0,2.253075420457352
112,2.0,15.0,-30.0,60.0,60.0,-45.0,2.4376592896314713
113,2.0,15.0,0.0,0.0,0.0,15.0,0.5517828203617182
114,2.0,15.0,15.0,45.0,75.0,30.0,1.6240049853303293
115,2.0,15.0,30.0,30.0,0.0,30.0,1.9830740168099656
116,2.0,15.0,30.0,75.0,-60.0,30.0,1.6201456524516655
117,2.0,15.0,45.0,45.0,-15.0,30.0,1.9934774316740307
118,2.0,30.0,-90.0,0.0,60.0,-30.0,1.4642242977595712
119,2.0,30.0,-90.0,0.0,75.0,-90.0,2.952169966570574
120,2.0,30.0,-90.0,45.0,-30.0,-60.0,1.175565553771348
121,2.0,30.0,-45.0,0.0,30.0,0.0,4.197889526983177
122,2.0,30.0,-30.0,0.0,30.0,-30.0,1.7066829359978422
123,2.0,30.0,-30.0,60.0,60.0,-30.0,2.8751649017781906
124,2.0,30.0,-15.0,45.0,0.0,60.0,1.9743903672580576
125,2.0,30.0,-15.0,75.0,75.0,0.0,2.516626566014298
126,2.0,30.0,45.0,0.0,45.0,75.0,1.0556696331981343
127,2.0,45.0,-90.0,15.0,-60.0,-30.0,2.275008431678648
128,2.0,45.0,-60.0,15.0,-45.0,-60.0,1.0777617770058876
129,2.0,45.0,-30.0,45.0,-90.0,15.0,2.0539834633238825
130,2.0,45.0,0.0,15.0,30.0,-75.0,1.9900384980249008
131,2.0,45.0,15.0,75.0,-15.0,-45.0,3.4775443130851906
132,2.0,45.0,30.0,0.0,45.0,-90.0,2.2936802355290276
133,2.0,45.0,30.0,15.0,60.0,-30.0,2.4996750571072646
134,2.0,45.0,45.0,45.0,0.0,0.0,2.345041532374412
135,2.0,45.0,45.0,75.0,-75.0,30.0,1.8357014283154167
136,2.0,45.0,75.0,60.0,75.0,-60.0,1.4950629830583535
137,2.0,60.0,-90.0,75.0,-30.0,30.0,3.0857006069535324
138,2.0,60.0,-30.0,0.0,15.0,-30.0,2.725795994447663
139,2.0,60.0,-15.0,45.0,-75.0,0.0,2.676727746583182
140,2.0,60.0,-15.0,75.0,45.0,-90.0,2.9779661066691085
141,2.0,60.0,45.0,15.0,-75.0,-15.0,1.2704780217473906
142,2.0,75.0,-90.0,15.0,-15.0,15.0,2.933165271758779
143,2.0,75.0,-90.0,60.0,30.0,75.0,2.952511603330495
144,2.0,75.0,-45.0,30.0,75.0,-90.0,3.4902250145359277
145,2.0,75.0,0.0,15.0,-75.0,30.0,1.7162603568665566
146,2.0,75.0,0.0,60.0,45.0,-15.0,1.3395896398588936
147,2.0,75.0,0.0,75.0,-75.0,-15.0,1.8248737818513234
148,2.0,75.0,15.0,15.0,60.0,-90.0,4.924329201808724
149,2.0,75.0,30.0,15.0,75.0,0.0,2.1449136222145984
150,2.0,75.0,30.0,60.0,-60.0,-15.0,4.134389133259353
151,2.0,75.0,45.0,75.0,15.0,15.0,4.137823621858381
152,3.0,0.0,-60.0,75.0,75.0,30.0,2.4304813780990218
153,3.0,0.0,-15.0,30.0,0.0,-45.0,1.5325945068605136
154,3.0,0.0,-15.0,60.0,75.0,0.0,3.3847293585484386
155,3.0,0.0,0.0,15.0,-60.0,45.0,1.3937696547602598
156,3.0,0.0,0.0,30.0,-30.0,30.0,0.7510408549440342
157,3.0,0.0,0.0,30.0,75.0,-15.0,3.5475769641626216
158,3.0,0.0,15.0,0.0,15.0,0.0,0.485082041228827
159,3.0,0.0,15.0,75.0,-15.0,0.0,2.617895321520509
160,3.0,0.0,45.0,15.0,-30.0,45.0,1.051197704849577
161,3.0,15.0,-60.0,75.0,-90.0,-75.0,3.9643307960703233
162,3.0,15.0,-45.0,0.0,-45.0,-90.0,1.1038328850899222
163,3.0,15.0,-15.0,30.0,-75.0,75.0,3.0236377708394357
164,3.0,15.0,0.0,30.0,45.0,-75.0,1.7761021444643421
165,3.0,15.0,75.0,15.0,-60.0,-75.0,1.040742340600274
166,3.0,15.0,75.0,45.0,45.0,0.0,2.5479529086437025
167,3.0,30.0,-60.0,15.0,-75.0,-30.0,1.6727538667304842
168,3.0,30.0,-30.0,75.0,-90.0,0.0,5.136276176205054
169,3.0,30.0,-15.0,30.0,60.0,0.0,2.3776496718554445
170,3.0,30.0,15.0,0.0,30.0,-30.0,1.5738014722656664
171,3.0,30.0,15.0,75.0,-15.0,30.0,3.0833988558305667
172,3.0,30.0,30.0,75.0,30.0,75.0,2.806352511872241
173,3.0,30.0,75.0,30.0,-45.0,75.0,2.1762668249402917
174,3.0,45.0,-90.0,45.0,45.0,-90.0,4.523507179411395
175,3.0,45.0,-75.0,30.0,-60.0,-60.0,3.155529383365193
176,3.0,45.0,-60.0,15.0,-45.0,60.0,2.303912175652496
177,3.0,45.0,-15.0,15.0,15.0,45.0,2.0643522121094846
178,3.0,45.0,0.0,0.0,-45.0,75.0,1.7636755597498546
179,3.0,45.0,0.0,30.0,30.0,-15.0,2.966759197836035
180,3.0,45.0,15.0,15.0,-60.0,-30.0,2.4414876489575263
181,3.0,45.0,15.0,15.0,45.0,-30.0,2.652018477756963
182,3.0,45.0,15.0,30.0,60.0,-75.0,3.8507017715920413
183,3.0,45.0,60.0,0.0,-15.0,60.0,0.9063863339692239
184,3.0,45.0,60.0,75.0,60.0,-45.0,2.7393761759075455
185,3.0,60.0,-75.0,15.0,15.0,45.0,3.2682207588497563
186,3.0,60.0,-75.0,15.0,45.0,60.0,4.205269208300779
187,3.0,60.0,-75.0,45.0,0.0,-15.0,3.5227738282303926
188,3.0,60.0,-45.0,75.0,-30.0,75.0,3.5845927665941475
189,3.0,60.0,-30.0,45.0,30.0,75.0,3.3340487706278936
190,3.0,60.0,-30.0,45.0,60.0,0.0,3.706147166489554
191,3.0,60.0,0.0,60.0,-15.0,-30.0,3.1026214959238434
192,3.0,60.0,30.0,15.0,15.0,-90.0,5.522625770813262
193,3.0,60.0,75.0,0.0,45.0,-60.0,2.4165891223942695
194,3.0,75.0,-45.0,45.0,45.0,45.0,3.0923955995708745
195,3.0,75.0,-15.0,0.0,-75.0,30.0,2.8105352471605642
196,3.0,75.0,15.0,0.0,-60.0,75.0,2.6797584287910095
197,3.0,75.0,30.0,30.0,-75.0,-90.0,3.729639097026152
198,3.0,75.0,45.0,0.0,-75.0,75.0,2.866764063789275
199,3.0,75.0,60.0,0.0,75.0,-90.0,2.773295989163528
200,4.0,0.0,-90.0,15.0,-60.0,60.0,1.2165850834083458
201,4.0,0.0,-90.0,15.0,-45.0,45.0,1.3986836566907177
202,4.0,0.0,-45.0,75.0,-60.0,-75.0,2.785104271199691
203,4.0,0.0,-15.0,0.0,0.0,-60.0,2.0455851363138815
204,4.0,0.0,-15.0,75.0,-75.0,30.0,3.3452946978835456
205,4.0,0.0,-15.0,75.0,30.0,-45.0,3.769615600847312
206,4.0,0.0,60.0,30.0,-45.0,15.0,1.8441298442300615
207,4.0,0.0,60.0,75.0,30.0,-75.0,2.9103392955452287
208,4.0,15.0,-90.0,15.0,0.0,-75.0,2.3142617551517435
209,4.0,15.0,-75.0,60.0,-60.0,-90.0,3.299493210255162
210,4.0,15.0,-60.0,60.0,-75.0,-90.0,2.891565397929422
211,4.0,15.0,-45.0,0.0,-75.0,15.0,2.056041681058218
212,4.0,15.0,-45.0,30.0,-45.0,-45.0,2.3066024652552257
213,4.0,15.0,0.0,75.0,-75.0,60.0,4.96868334544632
214,4.0,15.0,30.0,60.0,45.0,45.0,2.8249266516174405
215,4.0,15.0,60.0,45.0,60.0,-60.0,1.7957813328408663
216,4.0,30.0,-90.0,0.0,-90.0,-75.0,1.6240877735236914
217,4.0,30.0,-75.0,15.0,75.0,30.0,2.5868989546564713
218,4.0,30.0,0.0,30.0,15.0,-15.0,1.5892056936362828
219,4.0,30.0,15.0,75.0,45.0,-75.0,4.7386713815916135
220,4.0,30.0,60.0,0.0,30.0,-90.0,2.1295842540174883
221,4.0,30.0,75.0,45.0,-90.0,-45.0,2.027688242421576
222,4.0,45.0,-60.0,75.0,75.0,-45.0,3.9615982532890612
223,4.0,45.0,-30.0,30.0,30.0,30.0,3.2995453157536234
224,4.0,45.0,-30.0,30.0,30.0,45.0,5.181185962843041
225,4.0,45.0,-30.0,60.0,-90.0,-30.0,2.6883739329859635
226,4.0,45.0,-30.0,60.0,15.0,-75.0,4.289173321099947
227,4.0,45.0,0.0,30.0,60.0,-90.0,3.218377478523634
228,4.0,45.0,0.0,45.0,60.0,45.0,3.145171238458775
229,4.0,45.0,0.0,75.0,-60.0,-30.0,3.213250122652348
230,4.0,45.0,15.0,60.0,-45.0,15.0,3.419418955799446
231,4.0,45.0,15.0,75.0,-75.0,-90.0,4.0337275677647195
232,4.0,45.0,45.0,0.0,0.0,45.0,2.6155529942783584
233,4.0,45.0,60.0,45.0,-45.0,-90.0,3.003628417118468
234,4.0,60.0,-90.0,0.0,-15.0,-45.0,3.223038184335079
235,4.0,60.0,-75.0,75.0,-15.0,45.0,3.887897051044893
236,4.0,60.0,-60.0,15.0,-75.0,-90.0,2.0699306015344847
237,4.0,60.0,-60.0,30.0,-90.0,-45.0,2.269756202724632
238,4.0,60.0,-30.0,0.0,-60.0,-90.0,2.7192628065502644
239,4.0,60.0,0.0,75.0,15.0,75.0,4.143158310577022
240,4.0,60.0,30.0,15.0,-30.0,60.0,2.2625992320336037
241,4.0,60.0,45.0,0.0,75.0,0.0,3.2082121493349556
242,4.0,60.0,75.0,45.0,-90.0,75.0,1.9882740022734509
243,4.0,75.0,-45.0,60.0,-90.0,45.0,4.426952444178019
244,4.0,75.0,-15.0,30.0,45.0,-75.0,4.558814661006531
245,4.0,75.0,30.0,0.0,60.0,-90.0,3.454784702608381
246,4.0,75.0,30.0,15.0,-15.0,0.0,3.285064063053766
247,4.0,75.0,45.0,60.0,-75.0,30.0,4.319360700068477
248,4.0,75.0,60.0,60.0,-30.0,-30.0,5.624136955115313
249,4.0,75.0,60.0,75.0,30.0,-45.0,2.206558968017997
250,5.0,0.0,-15.0,75.0,-15.0,-75.0,3.761471331000473
251,5.0,0.0,0.0,60.0,-30.0,45.0,2.266553794881658
252,5.0,0.0,15.0,0.0,-75.0,-15.0,0.8066400813487385
253,5.0,0.0,30.0,60.0,-30.0,45.0,2.998272467775658
254,5.0,0.0,75.0,0.0,45.0,-15.0,1.3690940600051102
255,5.0,15.0,-75.0,45.0,30.0,-60.0,4.473038768165265
256,5.0,15.0,-60.0,30.0,-30.0,60.0,2.694415563270605
257,5.0,15.0,-60.0,60.0,-15.0,75.0,3.4349089137339917
258,5.0,15.0,0.0,30.0,0.0,-60.0,1.744317933827452
259,5.0,15.0,0.0,45.0,45.0,-75.0,1.812011537562086
260,5.0,15.0,30.0,60.0,0.0,-45.0,3.6360897596288
261,5.0,15.0,75.0,0.0,15.0,60.0,1.8153762160510762
262,5.0,30.0,-90.0,60.0,45.0,-30.0,3.9713402026766333
263,5.0,30.0,-75.0,75.0,-90.0,-30.0,3.2498660210771297
264,5.0,30.0,-60.0,45.0,15.0,-60.0,2.295666475388276
265,5.0,30.0,-45.0,30.0,-15.0,-30.0,1.9301006684459066
266,5.0,30.0,-30.0,0.0,30.0,-90.0,2.482403591466935
267,5.0,30.0,45.0,15.0,45.0,75.0,2.7145376729111814
268,5.0,30.0,60.0,15.0,-90.0,0.0,3.4513872016420386
269,5.0,30.0,60.0,15.0,-60.0,75.0,2.790807417384612
270,5.0,30.0,60.0,60.0,-30.0,45.0,4.229952284091058
271,5.0,30.0,60.0,75.0,-90.0,45.0,3.2590114617867862
272,5.0,45.0,-90.0,15.0,-15.0,30.0,2.2231037661750883
273,5.0,45.0,-60.0,15.0,-75.0,75.0,2.1121605162045833
274,5.0,45.0,-60.0,15.0,-45.0,60.0,2.951127929149466
275,5.0,45.0,-45.0,30.0,-15.0,-60.0,1.827925375112643
276,5.0,45.0,-30.0,30.0,30.0,-45.0,3.210492163323406
277,5.0,45.0,0.0,45.0,75.0,-45.0,4.585333109112849
278,5.0,45.0,15.0,75.0,-30.0,75.0,5.476327094846987
279,5.0,45.0,30.0,15.0,45.0,-75.0,3.4131383930622414
280,5.0,45.0,60.0,60.0,0.0,75.0,3.977411718414098
281,5.0,60.0,-90.0,45.0,75.0,45.0,5.656068641720752
282,5.0,60.0,-15.0,45.0,-90.0,0.0,4.863827182897888
283,5.0,60.0,-15.0,45.0,-60.0,-90.0,3.5329994932991284
284,5.0,60.0,-15.0,75.0,0.0,0.0,5.070108079818015
285,5.0,60.0,15.0,45.0,15.0,45.0,4.873639056984983
286,5.0,60.0,15.0,75.0,-90.0,-75.0,3.9289343781056774
287,5.0,60.0,45.0,45.0,0.0,-15.0,4.1251311355804905
288,5.0,60.0,45.0,60.0,-15.0,45.0,4.748891122525062
289,5.0,60.0,60.0,15.0,30.0,-45.0,3.5001502489829877
290,5.0,60.0,60.0,60.0,15.0,-75.0,4.634707934270596
291,5.0,60.0,60.0,75.0,45.0,-15.0,4.827378482153356
292,5.0,60.0,75.0,45.0,15.0,-75.0,3.1265807225379403
293,5.0,75.0,-75.0,15.0,75.0,60.0,4.9454096605800375
294,5.0,75.0,-75.0,30.0,15.0,-75.0,5.188744795256267
295,5.0,75.0,-75.0,45.0,-15.0,60.0,2.864035681560091
296,5.0,75.0,-75.0,75.0,45.0,75.0,4.815009493371088
297,5.0,75.0,-60.0,15.0,0.0,60.0,4.310957906362298
298,5.0,75.0,-15.0,45.0,-15.0,-15.0,5.981996880021244
299,5.0,75.0,-15.0,75.0,-60.0,15.0,5.7937584508381335
300,5.0,75.0,0.0,30.0,-60.0,-15.0,4.307200411802147
301,5.0,75.0,30.0,60.0,-60.0,-60.0,4.297786205741736
302,5.0,75.0,45.0,60.0,-15.0,-90.0,6.153369742709929
303,5.0,75.0,60.0,0.0,15.0,30.0,2.900174673150789
304,5.0,75.0,75.0,30.0,60.0,60.0,3.4293060555812587
305,6.0,0.0,-90.0,0.0,-30.0,15.0,0.2689209472900427
306,6.0,0.0,-75.0,60.0,60.0,-60.0,2.031804283212952
307,6.0,0.0,-45.0,0.0,15.0,60.0,0.6959961968615899
308,6.0,0.0,-15.0,45.0,-15.0,60.0,3.7457985919419716
309,6.0,0.0,15.0,30.0,60.0,-75.0,2.136866785388663
310,6.0,0.0,30.0,75.0,-15.0,0.0,4.130395110628862
311,6.0,0.0,45.0,30.0,15.0,-45.0,1.7759712746282186
312,6.0,0.0,75.0,15.0,-90.0,30.0,1.7552434708880391
313,6.0,15.0,-90.0,60.0,15.0,-60.0,3.475944395315858
314,6.0,15.0,-75.0,0.0,-90.0,-75.0,2.3515149033101483
315,6.0,15.0,-60.0,0.0,-75.0,-45.0,2.030929169388352
316,6.0,15.0,-60.0,0.0,60.0,-90.0,2.794230205617541
317,6.0,15.0,-30.0,45.0,60.0,0.0,4.540218940433094
318,6.0,15.0,0.0,0.0,-90.0,45.0,1.5379975783383306
319,6.0,15.0,30.0,60.0,15.0,15.0,2.810193580932478
320,6.0,15.0,45.0,60.0,-60.0,15.0,2.5220851747025197
321,6.0,30.0,-30.0,60.0,15.0,-60.0,2.730740091903928
322,6.0,30.0,-15.0,60.0,-45.0,-60.0,4.646925835746842
323,6.0,30.0,-15.0,75.0,-75.0,15.0,4.783007650256586
324,6.0,30.0,15.0,0.0,-45.0,-60.0,1.6987256379201092
325,6.0,30.0,30.0,75.0,75.0,-15.0,4.345383952226887
326,6.0,45.0,-90.0,30.0,60.0,0.0,5.343491409320258
327,6.0,45.0,-60.0,0.0,-90.0,60.0,1.3428370413749513
328,6.0,45.0,-30.0,0.0,-75.0,45.0,2.9804001800759883
329,6.0,45.0,-15.0,60.0,-15.0,75.0,5.356404847921486
330,6.0,45.0,15.0,60.0,0.0,-30.0,3.3556005923984467
331,6.0,45.0,45.0,60.0,0.0,75.0,5.070039406103267
332,6.0,45.0,45.0,75.0,-15.0,-15.0,4.992213770107545
333,6.0,60.0,-60.0,30.0,30.0,60.0,4.1243517984128895
334,6.0,60.0,-60.0,60.0,-75.0,-15.0,2.9407654220046657
335,6.0,60.0,-45.0,45.0,15.0,0.0,3.926581884499251
336,6.0,60.0,-30.0,15.0,0.0,-30.0,3.0309876432310583
337,6.0,60.0,-15.0,15.0,-45.0,75.0,3.472494783698457
338,6.0,60.0,-15.0,45.0,-15.0,0.0,4.736354320566564
339,6.0,60.0,15.0,30.0,-90.0,-15.0,3.813607992821325
340,6.0,60.0,45.0,45.0,15.0,-15.0,3.576389918109183
341,6.0,60.0,45.0,60.0,-15.0,-30.0,5.43676436512947
342,6.0,60.0,75.0,45.0,60.0,15.0,5.080672668315715
343,6.0,75.0,-30.0,30.0,30.0,0.0,4.440876880394395
344,6.0,75.0,0.0,0.0,-60.0,60.0,3.7313824002000864
345,6.0,75.0,15.0,60.0,30.0,-60.0,5.407720810809339
346,6.0,75.0,30.0,60.0,-45.0,15.0,3.390686440141702
347,6.0,75.0,45.0,45.0,75.0,-75.0,3.505873928252207
348,6.0,75.0,60.0,15.0,30.0,-15.0,2.7818497117232193
349,7.0,0.0,-90.0,75.0,-15.0,-30.0,3.0660471518425494
350,7.0,0.0,-75.0,45.0,-15.0,60.0,3.648498343454399
351,7.0,0.0,-60.0,45.0,-15.0,75.0,2.7117232859729032
352,7.0,0.0,-60.0,75.0,-15.0,-75.0,4.645311458019628
353,7.0,0.0,-45.0,15.0,-90.0,75.0,1.8650854982939091
354,7.0,0.0,-30.0,30.0,-90.0,0.0,2.8758132804850347
355,7.0,0.0,30.0,15.0,-90.0,75.0,1.3033356319158835
356,7.0,0.0,45.0,15.0,15.0,-60.0,1.2887991521103475
357,7.0,0.0,45.0,30.0,-60.0,-75.0,1.1398924142396454
358,7.0,0.0,60.0,45.0,75.0,-75.0,2.6379738623035043
359,7.0,0.0,75.0,60.0,60.0,-75.0,2.5732949105272787
360,7.0,15.0,-60.0,15.0,-60.0,-15.0,2.2067401179623927
361,7.0,15.0,-60.0,30.0,60.0,15.0,4.782514545229204
362,7.0,15.0,-45.0,75.0,0.0,-15.0,5.808210310798395
363,7.0,15.0,-30.0,30.0,-75.0,15.0,3.6267002174511545
364,7.0,15.0,-30.0,60.0,0.0,-75.0,4.040642661584887
365,7.0,15.0,-15.0,0.0,-75.0,-45.0,1.3148731885240783
366,7.0,15.0,15.0,30.0,30.0,0.0,2.815688674987486
367,7.0,15.0,15.0,60.0,-30.0,75.0,3.2799092349815147
368,7.0,15.0,45.0,15.0,-90.0,60.0,3.6830370921946183
369,7.0,15.0,60.0,0.0,45.0,-15.0,2.7970470445282265
370,7.0,30.0,-90.0,15.0,45.0,-45.0,3.655594506544325
371,7.0,30.0,-60.0,0.0,-45.0,-90.0,2.171662237402669
372,7.0,30.0,-60.0,45.0,45.0,-15.0,5.280294876473498
373,7.0,30.0,-30.0,60.0,-75.0,-45.0,4.3969820860302224
374,7.0,30.0,-15.0,60.0,-45.0,60.0,2.6901422348844903
375,7.0,30.0,0.0,0.0,15.0,-15.0,2.92997410778882
376,7.0,30.0,0.0,60.0,-45.0,-15.0,4.398295861469125
377,7.0,30.0,0.0,75.0,-30.0,-60.0,4.761162230643645
378,7.0,30.0,45.0,15.0,-75.0,30.0,3.5919445845953746
379,7.0,45.0,-90.0,45.0,15.0,-60.0,4.528083838263317
380,7.0,45.0,-75.0,0.0,30.0,75.0,2.4651080731615034
381,7.0,45.0,-75.0,30.0,45.0,75.0,4.5266922640566944
382,7.0,45.0,-75.0,45.0,45.0,0.0,6.150209194738945
383,7.0,45.0,60.0,45.0,0.0,0.0,3.98545300366411
