,Snelheid,Omvang1,Positie1,Omvang2,Positie2,Relatie,Speed
384,7.0,45.0,75.0,75.0,-45.0,-60.0,3.468610113805487
385,7.0,60.0,-90.0,0.0,-60.0,-45.0,3.297977581589891
386,7.0,60.0,-90.0,30.0,60.0,45.0,6.0341617389496625
387,7.0,60.0,-45.0,75.0,60.0,30.0,4.548442031201794
388,7.0,60.0,-15.0,45.0,-45.0,30.0,5.431907408302754
389,7.0,60.0,0.0,75.0,0.0,30.0,7.064807109366798
390,7.0,60.0,45.0,45.0,-30.0,-90.0,5.38313175744071
391,7.0,60.0,45.0,45.0,-30.0,30.0,6.337162915385217
392,7.0,60.0,60.0,45.0,-60.0,15.0,3.9815570651507626
393,7.0,60.0,75.0,0.0,75.0,60.0,2.749251212986188
394,7.0,60.0,75.0,30.0,-60.0,-45.0,3.0573269169379578
395,7.0,60.0,75.0,75.0,-90.0,30.0,4.831527710095413
396,7.0,60.0,75.0,75.0,-75.0,-60.0,4.852065563321333
397,7.0,75.0,-90.0,30.0,-45.0,-45.0,5.326928433882486
398,7.0,75.0,-90.0,30.0,30.0,-60.0,4.616536731325812
399,7.0,75.0,-90.0,75.0,30.0,30.0,6.74123928573764
400,7.0,75.0,-60.0,15.0,-45.0,-30.0,3.48826782071606
401,7.0,75.0,30.0,15.0,-75.0,75.0,3.6985321332982393
402,7.0,75.0,60.0,0.0,-75.0,60.0,4.665724969608335
403,7.0,75.0,60.0,0.0,-30.0,60.0,2.8727008660156317
404,8.0,0.0,-90.0,75.0,-90.0,-90.0,3.8691820736229667
405,8.0,0.0,-75.0,45.0,30.0,15.0,3.6370215889343442
406,8.0,0.0,-30.0,60.0,75.0,0.0,2.791569653492151
407,8.0,0.0,15.0,15.0,-60.0,-45.0,1.2050812496432226
408,8.0,0.0,75.0,15.0,-90.0,-45.0,1.9165144366940325
409,8.0,15.0,-60.0,30.0,30.0,75.0,4.553693297555805
410,8.0,15.0,-45.0,75.0,75.0,-90.0,4.163370641893412
411,8.0,15.0,-15.0,15.0,-75.0,-45.0,1.6254671769956368
412,8.0,15.0,30.0,75.0,15.0,15.0,4.738705045342993
413,8.0,30.0,-90.0,30.0,-75.0,15.0,3.489252490236036
414,8.0,30.0,-75.0,75.0,75.0,-15.0,6.009887417292013
415,8.0,30.0,-60.0,60.0,-90.0,-15.0,4.661089808227662
416,8.0,30.0,-45.0,45.0,-30.0,60.0,3.9231183413052317
417,8.0,30.0,0.0,75.0,15.0,75.0,4.700611985692989
418,8.0,30.0,15.0,45.0,-90.0,15.0,3.9561966330562455
419,8.0,30.0,30.0,75.0,-60.0,75.0,4.0746060454754005
420,8.0,30.0,45.0,60.0,-30.0,-15.0,4.353037719544643
421,8.0,30.0,45.0,75.0,-30.0,-30.0,4.680180449513269
422,8.0,30.0,60.0,30.0,-75.0,-60.0,4.768968676029997
423,8.0,30.0,60.0,60.0,-45.0,-75.0,5.870392715835629
424,8.0,30.0,75.0,0.0,-45.0,-75.0,2.4623869492585126
425,8.0,30.0,75.0,0.0,-30.0,0.0,1.5149169379553298
426,8.0,30.0,75.0,45.0,-15.0,15.0,3.2685315721732495
427,8.0,30.0,75.0,75.0,0.0,-75.0,4.560389970297283
428,8.0,45.0,-60.0,45.0,30.0,-60.0,6.0362143776308566
429,8.0,45.0,-30.0,0.0,-30.0,60.0,2.9179107060677447
430,8.0,45.0,-30.0,0.0,75.0,-75.0,4.401404878537178
431,8.0,45.0,-30.0,75.0,-90.0,45.0,6.3301490596422365
432,8.0,45.0,45.0,30.0,45.0,15.0,1.83110350879451
433,8.0,45.0,60.0,45.0,15.0,-75.0,3.264738125213359
434,8.0,45.0,75.0,60.0,-90.0,-60.0,5.225416437279829
435,8.0,45.0,75.0,60.0,-60.0,-15.0,4.793090710756547
436,8.0,60.0,-60.0,15.0,-90.0,-90.0,4.5056481791144405
437,8.0,60.0,-45.0,45.0,0.0,-60.0,4.521350790267855
438,8.0,60.0,0.0,15.0,-60.0,-15.0,3.027959613195058
439,8.0,60.0,0.0,30.0,-15.0,60.0,4.316250530480304
440,8.0,60.0,15.0,0.0,15.0,45.0,5.107954488262767
441,8.0,60.0,30.0,60.0,15.0,15.0,5.495961322369285
442,8.0,60.0,45.0,30.0,75.0,30.0,4.945983394236606
443,8.0,60.0,75.0,0.0,-75.0,0.0,3.6567997680278603
444,8.0,75.0,-60.0,75.0,-60.0,-30.0,6.3918516918237085
445,8.0,75.0,-30.0,45.0,75.0,-30.0,5.8649415262374704
446,8.0,75.0,-30.0,75.0,15.0,-60.0,6.75747971194993
447,8.0,75.0,0.0,60.0,-60.0,-60.0,5.008128087910845
448,8.0,75.0,15.0,0.0,75.0,-15.0,5.30437609593597
449,8.0,75.0,15.0,15.0,-60.0,-45.0,5.428487958887124
450,8.0,75.0,45.0,0.0,75.0,60.0,5.096078007668607
451,8.0,75.0,75.0,0.0,30.0,-15.0,2.7073911030048925
452,9.0,0.0,-75.0,75.0,30.0,15.0,5.112725666127798
453,9.0,0.0,-60.0,60.0,-75.0,-90.0,2.7488463903841867
454,9.0,0.0,-60.0,60.0,-60.0,60.0,3.246277382450252
455,9.0,0.0,-45.0,15.0,-90.0,45.0,1.0729423855984463
456,9.0,0.0,-45.0,15.0,-45.0,75.0,1.8012243170596183
457,9.0,0.0,-45.0,30.0,0.0,30.0,2.8022234696683865
458,9.0,0.0,15.0,15.0,0.0,-45.0,1.6592093983099492
459,9.0,0.0,60.0,45.0,75.0,-60.0,3.7907988058272095
460,9.0,0.0,75.0,30.0,-45.0,-30.0,1.9462269328933364
461,9.0,0.0,75.0,75.0,60.0,-30.0,3.254912474531629
462,9.0,15.0,-45.0,0.0,-45.0,-15.0,1.8657458130262423
463,9.0,15.0,0.0,15.0,-45.0,-45.0,2.6760332178104935
464,9.0,15.0,0.0,15.0,30.0,60.0,3.675016603203761
465,9.0,15.0,0.0,75.0,-30.0,0.0,3.0565380285721253
466,9.0,15.0,75.0,15.0,-45.0,15.0,3.4158463229518903
467,9.0,30.0,-90.0,60.0,-75.0,15.0,5.462190039068481
468,9.0,30.0,-75.0,30.0,60.0,-90.0,4.117078546936301
469,9.0,30.0,-60.0,0.0,15.0,75.0,4.548966965870005
470,9.0,30.0,-60.0,30.0,-15.0,-30.0,4.492437586513263
471,9.0,30.0,-45.0,60.0,-30.0,75.0,5.885292155167557
472,9.0,30.0,-30.0,0.0,-75.0,-30.0,2.7209534645765197
473,9.0,30.0,-30.0,45.0,-60.0,-90.0,5.6419736170817965
474,9.0,30.0,75.0,45.0,-90.0,-60.0,5.044759872853568
475,9.0,45.0,-90.0,60.0,75.0,-15.0,5.309572182865891
476,9.0,45.0,-75.0,60.0,-30.0,45.0,3.842296682146947
477,9.0,45.0,-45.0,60.0,0.0,30.0,6.324518358459376
478,9.0,45.0,-30.0,0.0,15.0,-30.0,5.023199297154314
479,9.0,45.0,-30.0,45.0,-90.0,-75.0,4.9527983614867095
480,9.0,45.0,-15.0,15.0,15.0,-30.0,4.482667178794715
481,9.0,45.0,15.0,15.0,-45.0,15.0,3.610662656445458
482,9.0,45.0,45.0,75.0,15.0,-30.0,4.097766097360473
483,9.0,45.0,75.0,60.0,-90.0,30.0,4.592136304476156
484,9.0,45.0,75.0,75.0,-60.0,-75.0,5.130463738230293
485,9.0,45.0,75.0,75.0,-45.0,0.0,5.259538418888819
486,9.0,60.0,-90.0,15.0,75.0,-15.0,4.245638523940772
487,9.0,60.0,-75.0,0.0,45.0,45.0,3.322176750734338
488,9.0,60.0,-75.0,45.0,-30.0,15.0,4.238347522967287
489,9.0,60.0,-45.0,0.0,-90.0,-30.0,5.00744400443241
490,9.0,60.0,-45.0,75.0,45.0,-30.0,6.173074563028635
491,9.0,60.0,0.0,0.0,75.0,-75.0,5.402898112138002
492,9.0,60.0,45.0,45.0,0.0,60.0,4.80414532131729
493,9.0,60.0,45.0,75.0,-15.0,-45.0,7.054783221793113
494,9.0,60.0,75.0,0.0,-15.0,-45.0,3.102973140601138
495,9.0,75.0,-75.0,75.0,30.0,75.0,6.425746639933999
496,9.0,75.0,-15.0,15.0,45.0,-15.0,5.442770957148709
497,9.0,75.0,45.0,45.0,-60.0,-90.0,7.274191070638442
498,9.0,75.0,45.0,45.0,-45.0,45.0,6.96694306294944
499,9.0,75.0,75.0,75.0,-90.0,-75.0,6.675956174192291
